clustering_a2q,eigencentrality_a2q,pageranks_a2q,closnesscentrality_a2q,harmonicclosnesscentrality_a2q,betweenesscentrality_a2q,clustering_c2a,eigencentrality_c2a,pageranks_c2a,closnesscentrality_c2a,harmonicclosnesscentrality_c2a,betweenesscentrality_c2a,clustering_c2q,clustering_c2q,eigencentrality_c2q,pageranks_c2q,closnesscentrality_c2q,harmonicclosnesscentrality_c2q,betweenesscentrality_c2q
0.166667,0.039309,0.000208,0.315118,0.352918,644.923074,0.5,0.02596,0.000123,0,0,0,0.5,0.5,0.02596,0.000123,0,0,0
0.126374,0.170634,0.000262,0,0,0,0.142857,0.148113,0.0003,0,0,0,0.142857,0.142857,0.148113,0.0003,0,0,0
0.066667,0.055588,0.000241,0.785714,0.863636,93.58745,0,0.009258,0.000112,0,0,0,0,0,0.009258,0.000112,0,0,0
0.076316,0.055428,0.000211,0.338369,0.406696,413.886742,0.2,0.009258,0.000112,0.75,0.833333,0,0.2,0.2,0.009258,0.000112,0.75,0.833333,0
0.196429,0.036148,0.000178,0.615385,0.6875,25.202381,0.2,0.111753,0.000167,1,1,6,0.2,0.2,0.111753,0.000167,1,1,6
0.125,0.037478,0.000239,1,1,16.333333,0.2,0.053734,0.000153,0,0,0,0.2,0.2,0.053734,0.000153,0,0,0
0.013158,0.013779,0.000169,0.526882,0.629252,144.389658,0.5,0.02596,0.000132,0,0,0,0.5,0.5,0.02596,0.000132,0,0,0
0.059476,0.169548,0.000285,0.608696,0.694444,1296.667636,0,0.009258,0.000112,0,0,0,0,0,0.009258,0.000112,0,0,0
0.122222,0.076179,0.000267,0.27027,0.295417,1369.966667,0,0.009258,0.000112,0,0,0,0,0,0.009258,0.000112,0,0,0
0.091667,0.124673,0.000256,0.404255,0.436404,1120.755178,0,0,0.000112,0.528302,0.636905,0,0,0,0,0.000112,0.528302,0.636905,0
0.180556,0.131181,0.000442,0,0,0,0.2,0.059745,0.000153,1,1,8,0.2,0.2,0.059745,0.000153,1,1,8
0.131868,0.088535,0.000182,0.243243,0.311393,322.955303,0.5,0.018516,0.000122,0,0,0,0.5,0.5,0.018516,0.000122,0,0,0
0.104396,0.080388,0.000231,0.308594,0.408921,495.36175,0.5,0.018516,0.000122,0,0,0,0.5,0.5,0.018516,0.000122,0,0,0
0.152778,0.019141,0.000193,0.30363,0.344384,107.416667,0.142857,0.104309,0.000187,0.6,0.666667,45,0.142857,0.142857,0.104309,0.000187,0.6,0.666667,45
0.041379,0.002832,0.000152,0.517442,0.622659,0,0.142857,0.018516,0.000122,0.727273,0.8125,8,0.142857,0.142857,0.018516,0.000122,0.727273,0.8125,8
0,0.019849,0.000215,0,0,0,0.5,0.018516,0.000122,0,0,0,0.5,0.5,0.018516,0.000122,0,0,0
0.2,0.006769,0.000157,1,1,2.333333,0.5,0.018516,0.000122,0,0,0,0.5,0.5,0.018516,0.000122,0,0,0
0.012987,0.229908,0.000826,0,0,0,0.25,0.054876,0.000189,0,0,0,0.25,0.25,0.054876,0.000189,0,0,0
0.090909,0.060257,0.000257,0.666667,0.75,25.083333,0.2,0.009258,0.000112,1,1,0,0.2,0.2,0.009258,0.000112,1,1,0
0,0.002832,0.000157,0.6,0.666667,3,0.333333,0.035218,0.000143,0,0,0,0.333333,0.333333,0.035218,0.000143,0,0,0
0.160714,0.017961,0.000206,0.714286,0.8,13.666667,0.166667,0.085324,0.000171,0,0,0,0.166667,0.166667,0.085324,0.000171,0,0,0
0.333333,0.012025,0.000162,0,0,0,0.5,0.02596,0.000132,0,0,0,0.5,0.5,0.02596,0.000132,0,0,0
0,0.002832,0.000157,0,0,0,0.333333,0.009258,0.000112,0.392405,0.438172,0,0.333333,0.333333,0.009258,0.000112,0.392405,0.438172,0
0.053333,0.172708,0.000599,0,0,0,0.142857,0.197938,0.000283,0,0,0,0.142857,0.142857,0.197938,0.000283,0,0,0
0.01462,0.10906,0.000965,0,0,0,0.066667,0.042662,0.000152,0.604167,0.706897,56.5,0.066667,0.066667,0.042662,0.000152,0.604167,0.706897,56.5
0.031579,0.034839,0.000195,1,1,251.539652,0.032258,0.009258,0.000112,0.666667,0.767857,0,0.032258,0.032258,0.009258,0.000112,0.666667,0.767857,0
0.05,0.048118,0.000176,1,1,35.8,0.25,0.042662,0.00014,1,1,2,0.25,0.25,0.042662,0.00014,1,1,2
0.5,0.006769,0.000157,0,0,0,0.5,0.02596,0.000115,0,0,0,0.5,0.5,0.02596,0.000115,0,0,0
0.2,0.0199,0.000186,0,0,0,0.082418,0.415959,0.000299,1,1,32,0.082418,0.082418,0.415959,0.000299,1,1,32
0.040441,0.037478,0.000313,0.684211,0.769231,155.597756,0.166667,0.02596,0.000115,0.833333,0.9,5,0.166667,0.166667,0.02596,0.000115,0.833333,0.9,5
0.333333,0.016261,0.000163,0,0,0,0.333333,0.053062,0.000152,0,0,0,0.333333,0.333333,0.053062,0.000152,0,0,0
0.017857,0.045683,0.000481,0,0,0,0.5,0.02596,0.000115,0,0,0,0.5,0.5,0.02596,0.000115,0,0,0
0.5,0.006769,0.000157,0,0,0,0.2,0.153915,0.000166,0,0,0,0.2,0.2,0.153915,0.000166,0,0,0
0.075,0.148358,0.000302,0,0,0,0.109091,0.302016,0.000336,0,0,0,0.109091,0.109091,0.302016,0.000336,0,0,0
0,0.002832,0.000157,0,0,0,0.142857,0.02596,0.000115,0.857143,0.916667,6,0.142857,0.142857,0.02596,0.000115,0.857143,0.916667,6
0.051261,0.700763,0.002094,0,0,0,0.2,0.02596,0.000115,1,1,3,0.2,0.2,0.02596,0.000115,1,1,3
0.160714,0.031015,0.000325,1,1,6.4,0.25,0.035218,0.000118,0.5,0.611111,5,0.25,0.25,0.035218,0.000118,0.5,0.611111,5
0.050769,0.250891,0.001329,0,0,0,0.5,0.02596,0.000115,0,0,0,0.5,0.5,0.02596,0.000115,0,0,0
0,0.005664,0.000171,0,0,0,0,0.009258,0.000115,0,0,0,0,0,0.009258,0.000115,0,0,0
0.109091,0.052734,0.000354,1,1,9.777778,0.5,0.02596,0.000115,0,0,0,0.5,0.5,0.02596,0.000115,0,0,0
0,0.006574,0.000155,1,1,4,0.25,0.042662,0.000135,1,1,2,0.25,0.25,0.042662,0.000135,1,1,2
0.084795,0.149272,0.000338,0,0,0,0.142857,0.12437,0.000176,0,0,0,0.142857,0.142857,0.12437,0.000176,0,0,0
0.133333,0.129736,0.000346,0,0,0,0.25,0.17328,0.000161,0,0,0,0.25,0.25,0.17328,0.000161,0,0,0
0.080952,0.143376,0.000273,0.833333,0.9,152.805592,0.333333,0.042662,0.000121,0,0,0,0.333333,0.333333,0.042662,0.000121,0,0,0
0.333333,0.011204,0.000155,1,1,0.25,0.2,0.124347,0.000152,0,0,0,0.2,0.2,0.124347,0.000152,0,0,0
0.086957,0.011204,0.000155,0.328704,0.368075,214.087405,0.5,0.02596,0.000115,0,0,0,0.5,0.5,0.02596,0.000115,0,0,0
0.108333,0.011204,0.000155,0.34601,0.379387,114.724942,0.25,0.02596,0.000115,1,1,2,0.25,0.25,0.02596,0.000115,1,1,2
0,0.02651,0.000175,1,1,19.5,0.25,0.059364,0.000127,0,0,0,0.25,0.25,0.059364,0.000127,0,0,0
0.095833,0.083191,0.000217,0.5,0.583333,89.49531,0.166667,0.009258,0.000112,1,1,0,0.166667,0.166667,0.009258,0.000112,1,1,0
0.1,0.116033,0.000399,1,1,161.773016,0.5,0.02596,0.000128,0,0,0,0.5,0.5,0.02596,0.000128,0,0,0
0.2,0.024053,0.000166,1,1,4.765152,0.5,0.02596,0.000128,0,0,0,0.5,0.5,0.02596,0.000128,0,0,0
0.01455,0.262885,0.001444,0,0,0,0.5,0.02596,0.000128,0,0,0,0.5,0.5,0.02596,0.000128,0,0,0
0.25,0.01646,0.000161,1,1,2.25,0.5,0.02596,0.000128,0,0,0,0.5,0.5,0.02596,0.000128,0,0,0
0.069048,0.011204,0.000155,0.294807,0.337946,40.371162,0,0.009258,0.000112,0,0,0,0,0,0.009258,0.000112,0,0,0
0,0.050907,0.000173,0,0,0,0,0.009258,0.000112,0,0,0,0,0,0.009258,0.000112,0,0,0
0.022222,0.110696,0.0003,1,1,77.835714,0.333333,0.009258,0.000112,0.75,0.833333,0,0.333333,0.333333,0.009258,0.000112,0.75,0.833333,0
0.057895,0.023368,0.000171,0.488,0.580601,113.72457,0.5,0.02596,0.000145,0,0,0,0.5,0.5,0.02596,0.000145,0,0,0
0.111111,0.024592,0.000165,0.424242,0.52381,47.149405,0.090909,0.009258,0.000112,0.405172,0.503546,0,0.090909,0.090909,0.009258,0.000112,0.405172,0.503546,0
0.056899,0.161221,0.000257,0.286079,0.381207,2086.090826,0.333333,0.042662,0.000125,0,0,0,0.333333,0.333333,0.042662,0.000125,0,0,0
0.333333,0.011204,0.000155,1,1,4,0.333333,0.063461,0.000126,0,0,0,0.333333,0.333333,0.063461,0.000126,0,0,0
0.051667,0.030892,0.000174,0.311823,0.353306,816.573259,0.083333,0.02596,0.000121,0.536232,0.621622,37,0.083333,0.083333,0.02596,0.000121,0.536232,0.621622,37
0.038462,0.056961,0.000187,0.476415,0.592409,651.226097,0.2,0.086466,0.000157,0,0,0,0.2,0.2,0.086466,0.000157,0,0,0
0.08658,0.014392,0.000161,0.320429,0.364631,132.260195,0.166667,0.121022,0.000232,0,0,0,0.166667,0.166667,0.121022,0.000232,0,0,0
0.104762,0.094431,0.000237,0.243976,0.306349,220.202753,0.5,0.02596,0.000121,0,0,0,0.5,0.5,0.02596,0.000121,0,0,0
0,0.00463,0.000158,0,0,0,0.5,0.02596,0.000121,0,0,0,0.5,0.5,0.02596,0.000121,0,0,0
0.072193,0.268789,0.000501,0.401961,0.495935,1116.9436,0.5,0.02596,0.000121,0,0,0,0.5,0.5,0.02596,0.000121,0,0,0
0,0.018855,0.000175,0,0,0,0.2,0.08351,0.000205,0,0,0,0.2,0.2,0.08351,0.000205,0,0,0
0.074275,0.028628,0.000192,0.526316,0.64,162.293047,0,0.009258,0.000121,0,0,0,0,0,0.009258,0.000121,0,0,0
0.155556,0.072165,0.000202,0.24127,0.30094,618.056418,0,0,0.000112,1,1,0,0,0,0,0.000112,1,1,0
0.089744,0.234067,0.000384,0,0,0,0.333333,0.035218,0.000213,0,0,0,0.333333,0.333333,0.035218,0.000213,0,0,0
0.048413,0.06847,0.000238,0.310417,0.450463,1429.064754,0,0.009258,0.000112,0,0,0,0,0,0.009258,0.000112,0,0,0
0.25,0.008867,0.000158,1,1,5.5,0,0.009258,0.000112,0,0,0,0,0,0.009258,0.000112,0,0,0
0.166667,0.019577,0.00017,0,0,0,0,0.009258,0.000112,0,0,0,0,0,0.009258,0.000112,0,0,0
0.010823,0.00463,0.000158,0.315242,0.362103,288.606364,0,0.009258,0.000112,0,0,0,0,0,0.009258,0.000112,0,0,0
0,0.002832,0.000152,0,0,0,0.2,0.009258,0.000112,1,1,0,0.2,0.2,0.009258,0.000112,1,1,0
0.2,0.058579,0.000176,0,0,0,0.5,0.02596,0.000132,0,0,0,0.5,0.5,0.02596,0.000132,0,0,0
0.090909,0.037596,0.000168,1,1,58.790476,0.066667,0.449664,0.000446,0,0,0,0.066667,0.066667,0.449664,0.000446,0,0,0
0.122222,0.121298,0.000349,0,0,0,0.5,0.02596,0.000132,0,0,0,0.5,0.5,0.02596,0.000132,0,0,0
0.077778,0.017601,0.000185,0.5,0.600694,103.885354,0,0.009258,0.000112,0,0,0,0,0,0.009258,0.000112,0,0,0
0.118182,0.055805,0.000468,0,0,0,0,0,0.000112,0.383117,0.444068,0,0,0,0,0.000112,0.383117,0.444068,0
0.25,0.016416,0.000182,0,0,0,0.2,0.081977,0.000187,0,0,0,0.2,0.2,0.081977,0.000187,0,0,0
0.142857,0.031369,0.000199,1,1,5.833333,0.055556,0.07788,0.000207,0.533333,0.699306,113.5,0.055556,0.055556,0.07788,0.000207,0.533333,0.699306,113.5
0.160714,0.099453,0.000311,1,1,38.702381,0.2,0.018516,0.000132,0.487805,0.541667,17,0.2,0.2,0.018516,0.000132,0.487805,0.541667,17
0.020793,0.031861,0.000197,0.569231,0.690901,1300.148342,0.5,0.009258,0.000112,0.357143,0.414667,0,0.5,0.5,0.009258,0.000112,0.357143,0.414667,0
0.25,0.018839,0.00017,0,0,0,0,0,0.000112,1,1,0,0,0,0,0.000112,1,1,0
0.126374,0.155012,0.000286,1,1,3.444444,0,0.04598,0.000179,0,0,0,0,0,0.04598,0.000179,0,0,0
0,0.011108,0.000203,0,0,0,0.111111,0.202596,0.000294,0,0,0,0.111111,0.111111,0.202596,0.000294,0,0,0
0.109524,0.037416,0.00019,0.681818,0.788889,110.833333,0,0.009258,0.000112,0,0,0,0,0,0.009258,0.000112,0,0,0
0.046512,0.045631,0.000185,0.328546,0.396296,1080.747126,0,0,0.000112,1,1,0,0,0,0,0.000112,1,1,0
0.127273,0.049792,0.00023,0.666667,0.805556,73.674603,0.5,0.018516,0.000145,0,0,0,0.5,0.5,0.018516,0.000145,0,0,0
0.160714,0.039087,0.000183,0.365079,0.421739,18.083333,0.2,0.009258,0.000112,0.75,0.833333,0,0.2,0.2,0.009258,0.000112,0.75,0.833333,0
0.109091,0.051182,0.000262,1,1,15.666667,0.25,0.086846,0.000177,0,0,0,0.25,0.25,0.086846,0.000177,0,0,0
0.111111,0.002832,0.000152,0.32377,0.399578,0,0.25,0.02596,0.000132,1,1,2,0.25,0.25,0.02596,0.000132,1,1,2
0.25,0.015636,0.000197,0,0,0,0.111111,0.269003,0.00022,0,0,0,0.111111,0.111111,0.269003,0.00022,0,0,0
0.048433,0.236948,0.000643,0,0,0,0.2,0.089421,0.000213,0,0,0,0.2,0.2,0.089421,0.000213,0,0,0
0,0.002832,0.000152,0,0,0,0.333333,0.009258,0.000112,1,1,0,0.333333,0.333333,0.009258,0.000112,1,1,0
0,0,0.000152,1,1,0,0.166667,0.094963,0.000185,0,0,0,0.166667,0.166667,0.094963,0.000185,0,0,0
0.333333,0.008496,0.00024,0,0,0,0.5,0.02596,0.000145,0,0,0,0.5,0.5,0.02596,0.000145,0,0,0
0,0,0.000152,0.666667,0.791667,0,0,0.009258,0.000112,0,0,0,0,0,0.009258,0.000112,0,0,0
0.166667,0.016928,0.00019,0.75,0.833333,11.5,0.25,0.009258,0.000112,0.6,0.722222,0,0.25,0.25,0.009258,0.000112,0.6,0.722222,0
0,0.034157,0.000442,0,0,0,0.142857,0.079022,0.000156,0.75,0.833333,16.5,0.142857,0.142857,0.079022,0.000156,0.75,0.833333,16.5
0,0.021067,0.000226,0,0,0,0.5,0.02596,0.000137,0,0,0,0.5,0.5,0.02596,0.000137,0,0,0
0,0,0.000152,0.5625,0.648148,0,0.2,0.09391,0.000187,0,0,0,0.2,0.2,0.09391,0.000187,0,0,0
0,0.00842,0.000222,0,0,0,0,0.009258,0.000112,0,0,0,0,0,0.009258,0.000112,0,0,0
0.5,0.005664,0.000199,0,0,0,0.333333,0.009258,0.000112,1,1,0,0.333333,0.333333,0.009258,0.000112,1,1,0
0.142857,0.005664,0.000199,0.857143,0.916667,6,0.333333,0.035218,0.000157,0,0,0,0.333333,0.333333,0.035218,0.000157,0,0,0
0,0.002832,0.000152,0,0,0,0,0.009258,0.000145,0,0,0,0,0,0.009258,0.000145,0,0,0
0,0.002832,0.000152,0,0,0,0.2,0.096865,0.000205,0,0,0,0.2,0.2,0.096865,0.000205,0,0,0
0.057895,0.002832,0.000152,0.361328,0.43036,0,0.5,0.036359,0.000137,0,0,0,0.5,0.5,0.036359,0.000137,0,0,0
0.083333,0.006581,0.000172,1,1,2,0,0,0.000112,0.75,0.833333,0,0,0,0,0.000112,0.75,0.833333,0
0.043103,0.024613,0.000174,0.59596,0.694915,213.505802,0.178571,0.260517,0.000296,1,1,21,0.178571,0.178571,0.260517,0.000296,1,1,21
0.034454,0.247603,0.000648,1,1,191.971068,0,0.009258,0.000112,0,0,0,0,0,0.009258,0.000112,0,0,0
0.142857,0.045849,0.000207,0,0,0,0.111111,0.181517,0.000261,1,1,12,0.111111,0.111111,0.181517,0.000261,1,1,12
0,0.002832,0.000159,0,0,0,0.058824,0.455774,0.000585,0,0,0,0.058824,0.058824,0.455774,0.000585,0,0,0
0.051051,0.269439,0.000679,0.666667,0.75,573.503968,0.333333,0.009258,0.000112,1,1,0,0.333333,0.333333,0.009258,0.000112,1,1,0
0.047619,0.179443,0.000481,0.888889,0.9375,509.62381,0.333333,0.042662,0.000147,0,0,0,0.333333,0.333333,0.042662,0.000147,0,0,0
0,0.002832,0.000159,0,0,0,0.5,0.02596,0.000145,0,0,0,0.5,0.5,0.02596,0.000145,0,0,0
0.066176,0.139965,0.000325,0,0,0,0.5,0.033404,0.00013,0,0,0,0.5,0.5,0.033404,0.00013,0,0,0
0.098039,0.129655,0.000259,0.714286,0.8,102.998449,0.142857,0.087138,0.000173,0,0,0,0.142857,0.142857,0.087138,0.000173,0,0,0
0.142857,0.017476,0.000174,0.75,0.833333,7.5,0.5,0.033404,0.00013,0,0,0,0.5,0.5,0.033404,0.00013,0,0,0
0.035714,0.041259,0.000216,1,1,41.85,0.333333,0.077208,0.000181,0,0,0,0.333333,0.333333,0.077208,0.000181,0,0,0
0.118182,0.172041,0.000426,0,0,0,0,0,0.000112,0.413223,0.483333,0,0,0,0,0.000112,0.413223,0.483333,0
0,0.002832,0.000152,0,0,0,0.166667,0.091235,0.000235,0,0,0,0.166667,0.166667,0.091235,0.000235,0,0,0
0.007576,0.045686,0.000288,0.6,0.666667,20.753842,0.5,0.018516,0.000126,0,0,0,0.5,0.5,0.018516,0.000126,0,0,0
0.121212,0.04127,0.000224,0.5,0.598039,69.303806,0.083333,0.018516,0.000126,0.55,0.631313,33,0.083333,0.083333,0.018516,0.000126,0.55,0.631313,33
0.142857,0.032991,0.000242,0,0,0,0.333333,0.035218,0.000127,0,0,0,0.333333,0.333333,0.035218,0.000127,0,0,0
0.063158,0.012265,0.000169,0.27358,0.317687,210.567857,0.111111,0.018516,0.000126,1,1,7,0.111111,0.111111,0.018516,0.000126,1,1,7
0.5,0.008328,0.000164,0,0,0,0,0.009258,0.000112,0,0,0,0,0,0.009258,0.000112,0,0,0
0.076923,0.02732,0.000187,0.379679,0.440141,134.473882,0,0.009258,0.000112,0,0,0,0,0,0.009258,0.000112,0,0,0
0,0.002832,0.000152,0,0,0,0,0.009258,0.000112,0,0,0,0,0,0.009258,0.000112,0,0,0
0.5,0.002832,0.000152,1,1,0,0.25,0.009258,0.000112,0.8,0.875,0,0.25,0.25,0.009258,0.000112,0.8,0.875,0
0.05,0.040488,0.00044,0,0,0,0.333333,0.02596,0.000137,1,1,1,0.333333,0.333333,0.02596,0.000137,1,1,1
0,0.002832,0.000152,0,0,0,0.333333,0.042662,0.000146,0,0,0,0.333333,0.333333,0.042662,0.000146,0,0,0
0,0.002832,0.000152,0,0,0,0.5,0.02596,0.000137,0,0,0,0.5,0.5,0.02596,0.000137,0,0,0
0.043293,0.33247,0.000532,0.458333,0.5,514.061783,0,0.009258,0.000112,0,0,0,0,0,0.009258,0.000112,0,0,0
0.02911,0.008328,0.000166,0.385054,0.445418,767.317061,0.142857,0.009258,0.000112,0.8,0.875,0,0.142857,0.142857,0.009258,0.000112,0.8,0.875,0
0.138889,0.069811,0.000203,0.341615,0.394848,335.701085,0.25,0.05192,0.000142,0,0,0,0.25,0.25,0.05192,0.000142,0,0,0
0.115385,0.076525,0.000212,0.5,0.587719,194.895667,0.333333,0.042662,0.000137,0,0,0,0.333333,0.333333,0.042662,0.000137,0,0,0
0.093407,0.143926,0.000411,0,0,0,0.333333,0.042662,0.000176,0,0,0,0.333333,0.333333,0.042662,0.000176,0,0,0
0,0.002832,0.000152,0,0,0,0.111111,0.130269,0.000189,1,1,16,0.111111,0.111111,0.130269,0.000189,1,1,16
0.333333,0.013796,0.000263,0,0,0,0.333333,0.063461,0.000131,0,0,0,0.333333,0.333333,0.063461,0.000131,0,0,0
0.25,0.002832,0.000152,1,1,0,0.25,0.009258,0.000112,0.475,0.535088,0,0.25,0.25,0.009258,0.000112,0.475,0.535088,0
0,0.002832,0.000187,0,0,0,0.083333,0.02596,0.000137,0.75,0.833333,15,0.083333,0.083333,0.02596,0.000137,0.75,0.833333,15
0.111111,0.044271,0.000672,0,0,0,0,0.009258,0.000137,0,0,0,0,0,0.009258,0.000137,0,0,0
0.068627,0.098524,0.000263,1,1,142.741667,0.125,0.009258,0.000112,1,1,0,0.125,0.125,0.009258,0.000112,1,1,0
0.5,0.010754,0.00016,0,0,0,0,0.009258,0.000124,0,0,0,0,0,0.009258,0.000124,0,0,0
0.080952,0.229566,0.000578,0,0,0,0.333333,0.035218,0.000135,0,0,0,0.333333,0.333333,0.035218,0.000135,0,0,0
0.025463,0.076875,0.000207,0.614173,0.721688,1751.191491,0.5,0.02596,0.000124,0,0,0,0.5,0.5,0.02596,0.000124,0,0,0
0.133333,0.045935,0.000267,1,1,3.678211,0,0.009258,0.000124,0,0,0,0,0,0.009258,0.000124,0,0,0
0.063063,0.163387,0.000322,0.584071,0.669192,1103.134237,0.5,0.02596,0.000124,0,0,0,0.5,0.5,0.02596,0.000124,0,0,0
0.034694,0.014931,0.000159,0.358837,0.416556,429.799055,0.333333,0.035218,0.000138,0,0,0,0.333333,0.333333,0.035218,0.000138,0,0,0
0,0.025757,0.000222,0,0,0,0.333333,0.042662,0.000125,0,0,0,0.333333,0.333333,0.042662,0.000125,0,0,0
0.089744,0.102546,0.000461,1,1,21.05119,0,0.009258,0.000112,0,0,0,0,0,0.009258,0.000112,0,0,0
0.110294,0.08472,0.000201,0.457447,0.540698,239.870136,0,0.009258,0.000112,0,0,0,0,0,0.009258,0.000112,0,0,0
0.061404,0.019097,0.000164,0.272934,0.321743,468.348218,0,0.009258,0.000112,0,0,0,0,0,0.009258,0.000112,0,0,0
0,0.020963,0.000179,0,0,0,0,0.009258,0.000112,0,0,0,0,0,0.009258,0.000112,0,0,0
0.047436,0.38282,0.00074,0.6875,0.772727,991.525563,0,0.009258,0.000112,0,0,0,0,0,0.009258,0.000112,0,0,0
0.087912,0.112715,0.000347,0,0,0,0.142857,0.009258,0.000112,0.733333,0.818182,0,0.142857,0.142857,0.009258,0.000112,0.733333,0.818182,0
0.1,0.002832,0.000152,0.453488,0.549145,0,0.25,0.035218,0.000149,1,1,2,0.25,0.25,0.035218,0.000149,1,1,2
0,0.007579,0.000181,0,0,0,0.333333,0.035218,0.000134,0,0,0,0.333333,0.333333,0.035218,0.000134,0,0,0
0.166667,0.027981,0.000181,1,1,3.375,0.5,0.02596,0.000124,0,0,0,0.5,0.5,0.02596,0.000124,0,0,0
0.155556,0.109645,0.000239,0,0,0,0.2,0.059364,0.000133,1,1,4,0.2,0.2,0.059364,0.000133,1,1,4
0,0.033455,0.000195,0,0,0,0,0.009258,0.000112,0,0,0,0,0,0.009258,0.000112,0,0,0
0.142857,0.036863,0.000226,0,0,0,0.5,0.009258,0.000112,1,1,0,0.5,0.5,0.009258,0.000112,1,1,0
0.057143,0.002832,0.000152,0.342857,0.391615,0,0.5,0.02596,0.000161,0,0,0,0.5,0.5,0.02596,0.000161,0,0,0
0.2,0.04105,0.000191,0,0,0,0.160714,0.009258,0.000112,0.402985,0.521605,0,0.160714,0.160714,0.009258,0.000112,0.402985,0.521605,0
0.333333,0.012295,0.000161,0,0,0,0.5,0.02596,0.000124,0,0,0,0.5,0.5,0.02596,0.000124,0,0,0
0,0.005664,0.000167,0,0,0,0.166667,0.02596,0.000124,0.5,0.583333,19,0.166667,0.166667,0.02596,0.000124,0.5,0.583333,19
0.111111,0.090185,0.000241,0,0,0,0.079167,0.471049,0.000558,0,0,0,0.079167,0.079167,0.471049,0.000558,0,0,0
0.131868,0.017316,0.000163,0.384921,0.451203,94.2,0.118182,0.208618,0.000259,1,1,11,0.118182,0.118182,0.208618,0.000259,1,1,11
0,0.002832,0.000159,1,1,2,0.333333,0.042662,0.000138,0,0,0,0.333333,0.333333,0.042662,0.000138,0,0,0
0.022059,0.118519,0.000388,0.5,0.583333,77.199145,0,0.036359,0.000192,0,0,0,0,0,0.036359,0.000192,0,0,0
0.166667,0.036403,0.000177,0,0,0,0,0.009258,0.000112,0,0,0,0,0,0.009258,0.000112,0,0,0
0.02541,0.006769,0.000159,0.461538,0.543981,239.633333,0,0.009258,0.000112,0,0,0,0,0,0.009258,0.000112,0,0,0
0.03268,0.125273,0.00035,0,0,0,0.5,0.009258,0.000112,1,1,0,0.5,0.5,0.009258,0.000112,1,1,0
0.25,0.023548,0.000179,0,0,0,0.142857,0.264983,0.000292,0,0,0,0.142857,0.142857,0.264983,0.000292,0,0,0
0,0.002832,0.000152,0,0,0,0,0.009258,0.000112,0,0,0,0,0,0.009258,0.000112,0,0,0
0.042735,0.002832,0.000152,0.359467,0.433951,0,0,0,0.000112,0.8,0.875,0,0,0,0,0.000112,0.8,0.875,0
0.333333,0.014719,0.000185,0,0,0,0.25,0.044476,0.000167,0,0,0,0.25,0.25,0.044476,0.000167,0,0,0
0.096154,0.13716,0.000311,1,1,158.597024,0.5,0.018516,0.000145,0,0,0,0.5,0.5,0.018516,0.000145,0,0,0
0.004615,0.002832,0.000157,0.388471,0.480108,89.633333,0.2,0.05192,0.00016,1,1,3,0.2,0.2,0.05192,0.00016,1,1,3
0.142857,0.026457,0.000181,0,0,0,0.5,0.009258,0.000112,1,1,0,0.5,0.5,0.009258,0.000112,1,1,0
0.075,0.116076,0.000846,0,0,0,0,0,0.000112,0.444444,0.486111,0,0,0,0,0.000112,0.444444,0.486111,0
0.085714,0.109894,0.00027,1,1,51.125,0.1,0.035218,0.000223,0.733333,0.818182,22,0.1,0.1,0.035218,0.000223,0.733333,0.818182,22
0.027778,0.056766,0.000255,0,0,0,0,0.009258,0.000112,0,0,0,0,0,0.009258,0.000112,0,0,0
0.076923,0.053409,0.000186,0.615385,0.729167,157.43079,0,0.009258,0.000112,0,0,0,0,0,0.009258,0.000112,0,0,0
0.088933,0.031119,0.000174,0.455782,0.55597,140.003806,0.083333,0.009258,0.000112,0.54902,0.675595,0,0.083333,0.083333,0.009258,0.000112,0.54902,0.675595,0
0.076667,0.185592,0.000526,0.6875,0.80303,623.578283,0,0.018516,0.000139,0,0,0,0,0,0.018516,0.000139,0,0,0
0.2,0.010707,0.000166,1,1,3.5,0.1,0.20338,0.000261,0,0,0,0.1,0.1,0.20338,0.000261,0,0,0
0,0.002832,0.000157,0.42,0.527778,15.5,0.090909,0.194122,0.000271,0,0,0,0.090909,0.090909,0.194122,0.000271,0,0,0
0,0.002832,0.000152,0,0,0,0.166667,0.085324,0.000153,0,0,0,0.166667,0.166667,0.085324,0.000153,0,0,0
0.009091,0.050378,0.000425,0,0,0,0.333333,0.02596,0.000119,1,1,1,0.333333,0.333333,0.02596,0.000119,1,1,1
0.044974,0.008514,0.000201,0.69697,0.782609,68.330495,0.25,0.02596,0.000119,0.555556,0.666667,5,0.25,0.25,0.02596,0.000119,0.555556,0.666667,5
0.075163,0.002832,0.000152,0.32596,0.377321,0,0.333333,0.02596,0.000119,1,1,1,0.333333,0.333333,0.02596,0.000119,1,1,1
0.333333,0.012319,0.000167,0,0,0,0,0,0.000112,0.857143,0.916667,0,0,0,0,0.000112,0.857143,0.916667,0
0.127273,0.006769,0.00016,0.68,0.764706,9,0.2,0.072719,0.000127,1,1,5,0.2,0.2,0.072719,0.000127,1,1,5
0.5,0.006769,0.00016,0,0,0,0.5,0.018516,0.000122,0,0,0,0.5,0.5,0.018516,0.000122,0,0,0
0.0875,0.203695,0.000366,0.571429,0.625,170.266667,0.166667,0.106123,0.000238,0,0,0,0.166667,0.166667,0.106123,0.000238,0,0,0
