Id,Label,timeset,indegree,outdegree,Degree,weighted indegree,weighted outdegree,Weighted Degree,Eccentricity,closnesscentrality,harmonicclosnesscentrality,betweenesscentrality,Authority,Hub,clustering,componentnumber,strongcompnum,eigencentrality,modularity_class,pageranks
131368,131368,,1,11,12,1,14,15,4,0.405172,0.503546,0,0,0.002785,0.090909,0,428,0.009258,8,0.000112
14731,14731,,3,1,4,22,19,41,0,0,0,0,0.00637,0,0.333333,0,427,0.042662,212,0.000125
89496,89496,,3,1,4,10,8,18,0,0,0,0,0.008488,0,0.333333,0,426,0.063461,8,0.000126
4249,4249,,2,12,14,4,16,20,3,0.536232,0.621622,37,0.000256,0.025939,0.083333,0,425,0.02596,12,0.000121
87072,87072,,5,1,6,5,1,6,0,0,0,0,0.005104,0,0.2,0,416,0.086466,51,0.000157
128807,128807,,6,1,7,24,17,41,0,0,0,0,0.007956,0,0.166667,0,370,0.121022,8,0.000232
108208,108208,,2,1,3,6,4,10,0,0,0,0,0.000256,0,0.5,0,415,0.02596,8,0.000121
120380,120380,,2,1,3,3,2,5,0,0,0,0,0.000256,0,0.5,0,414,0.02596,8,0.000121
95699,95699,,2,1,3,2,1,3,0,0,0,0,0.000256,0,0.5,0,413,0.02596,8,0.000121
106467,106467,,5,1,6,7,3,10,0,0,0,0,0.001063,0,0.2,0,412,0.08351,8,0.000205
22888,22888,,1,0,1,1,0,1,0,0,0,0,0.000256,0,0,0,411,0.009258,8,0.000121
98607,98607,,0,1,1,0,2,2,1,1,1,0,0,0.000976,0,0,430,0,133,0.000112
129585,129585,,3,1,4,7,4,11,0,0,0,0,0.010606,0,0.333333,0,429,0.035218,133,0.000213
41264,41264,,1,1,2,1,1,2,0,0,0,0,0,0,0,30,431,0.009258,33,0.000112
65843,65843,,1,1,2,2,2,4,0,0,0,0,0,0,0,31,432,0.009258,34,0.000112
74037,74037,,1,1,2,4,4,8,0,0,0,0,0,0,0,32,433,0.009258,35,0.000112
123209,123209,,1,1,2,1,1,2,0,0,0,0,0,0,0,33,434,0.009258,36,0.000112
65868,65868,,1,5,6,9,13,22,1,1,1,0,0,0.006663,0.2,0,437,0.009258,51,0.000112
390636,390636,,2,1,3,3,2,5,0,0,0,0,0.000613,0,0.5,0,436,0.02596,51,0.000132
80907,80907,,15,1,16,31,14,45,0,0,0,0,0.04514,0,0.066667,0,35,0.449664,51,0.000446
83695,83695,,2,1,3,2,1,3,0,0,0,0,0.000613,0,0.5,0,435,0.02596,51,0.000132
98637,98637,,1,1,2,2,2,4,0,0,0,0,0,0,0,34,438,0.009258,37,0.000112
332,332,,0,5,5,0,6,6,6,0.383117,0.444068,0,0,0.005291,0,0,448,0,12,0.000112
110473,110473,,5,1,6,13,9,22,0,0,0,0,0.011355,0,0.2,0,152,0.081977,133,0.000187
2915,2915,,6,13,19,30,44,74,5,0.533333,0.699306,113.5,0.008944,0.046657,0.055556,0,447,0.07788,12,0.000207
2147,2147,,2,4,6,33,35,68,3,0.487805,0.541667,17,0.000487,0.017389,0.2,0,440,0.018516,59,0.000132
338,338,,1,2,3,6,7,13,6,0.357143,0.414667,0,0,0.000823,0.5,0,449,0.009258,12,0.000112
16724,16724,,0,2,2,0,2,2,1,1,1,0,0,0.009778,0,0,450,0,105,0.000112
24520,24520,,2,0,2,2,0,2,0,0,0,0,0.002632,0,0,0,183,0.04598,105,0.000179
24545,24545,,10,1,11,22,9,31,0,0,0,0,0.103609,0,0.111111,0,334,0.202596,173,0.000294
41308,41308,,1,1,2,7,7,14,0,0,0,0,0,0,0,35,451,0.009258,38,0.000112
8542,8542,,0,3,3,0,3,3,1,1,1,0,0,0.002778,0,0,453,0,51,0.000112
76700,76700,,2,1,3,2,1,3,0,0,0,0,0.000256,0,0.5,0,452,0.018516,51,0.000145
57695,57695,,1,5,6,13,19,32,2,0.75,0.833333,0,0,0.002896,0.2,0,457,0.009258,130,0.000112
68759,68759,,4,1,5,5,2,7,0,0,0,0,0.004921,0,0.25,0,99,0.086846,208,0.000177
61158,61158,,2,3,5,15,15,30,1,1,1,2,0.000267,0.000526,0.25,0,456,0.02596,130,0.000132
62122,62122,,10,1,11,23,7,30,0,0,0,0,0.024342,0,0.111111,0,106,0.269003,208,0.00022
104950,104950,,5,1,6,6,2,8,0,0,0,0,0.001931,0,0.2,0,454,0.089421,130,0.000213
57698,57698,,1,3,4,26,28,54,1,1,1,0,0,0.002027,0.333333,0,459,0.009258,82,0.000112
86860,86860,,6,1,7,13,8,21,0,0,0,0,0.021837,0,0.166667,0,136,0.094963,82,0.000185
67386,67386,,2,1,3,5,4,9,0,0,0,0,0.000187,0,0.5,0,458,0.02596,82,0.000145
16742,16742,,1,1,2,7,7,14,0,0,0,0,0,0,0,36,460,0.009258,39,0.000112
24950,24950,,1,4,5,5,8,13,3,0.6,0.722222,0,0,0.005833,0.25,0,462,0.009258,105,0.000112
28045,28045,,5,3,8,13,11,24,2,0.75,0.833333,16.5,0.030686,0.008438,0.142857,0,97,0.079022,105,0.000156
26823,26823,,2,1,3,10,9,19,0,0,0,0,0.000537,0,0.5,0,461,0.02596,105,0.000137
84671,84671,,5,1,6,21,13,34,0,0,0,0,0.032149,0,0.2,0,166,0.09391,105,0.000187
49529,49529,,1,1,2,2,2,4,0,0,0,0,0,0,0,37,463,0.009258,40,0.000112
41338,41338,,1,3,4,1,4,5,1,1,1,0,0,0.000388,0.333333,0,466,0.009258,173,0.000112
56183,56183,,3,1,4,6,3,9,0,0,0,0,0.004181,0,0.333333,0,465,0.035218,173,0.000157
43209,43209,,1,0,1,1,0,1,0,0,0,0,0.000036,0,0,0,464,0.009258,173,0.000145
6153,6153,,5,1,6,11,4,15,0,0,0,0,0.00231,0,0.2,0,391,0.096865,105,0.000205
4906,4906,,2,1,3,5,4,9,0,0,0,0,0.000134,0,0.5,0,390,0.036359,59,0.000137
147842,147842,,0,2,2,0,2,2,2,0.75,0.833333,0,0,0.00976,0,0,467,0,133,0.000112
78374,78374,,7,2,9,37,28,65,1,1,1,21,0.093498,0.019403,0.178571,0,101,0.260517,133,0.000296
82316,82316,,1,1,2,1,1,2,0,0,0,0,0,0,0,38,468,0.009258,41,0.000112
12597,12597,,9,2,11,57,48,105,1,1,1,12,0.041098,0.002647,0.111111,0,119,0.181517,121,0.000261
130015,130015,,17,1,18,28,10,38,0,0,0,0,0.023588,0,0.058824,0,7,0.455774,130,0.000585
98713,98713,,1,3,4,1,3,4,1,1,1,0,0,0.000985,0.333333,0,471,0.009258,133,0.000112
117352,117352,,3,1,4,6,4,10,0,0,0,0,0.010607,0,0.333333,0,470,0.042662,133,0.000147
116671,116671,,2,1,3,5,4,9,0,0,0,0,0.000091,0,0.5,0,469,0.02596,133,0.000145
97805,97805,,2,1,3,4,2,6,0,0,0,0,0.001267,0,0.5,0,357,0.033404,51,0.00013
68452,68452,,7,1,8,34,27,61,0,0,0,0,0.023408,0,0.142857,0,356,0.087138,125,0.000173
66888,66888,,2,1,3,11,10,21,0,0,0,0,0.001267,0,0.5,0,355,0.033404,51,0.00013
104304,104304,,4,1,5,16,12,28,0,0,0,0,0.078127,0,0.333333,0,354,0.077208,51,0.000181
437,437,,0,7,7,0,7,7,4,0.413223,0.483333,0,0,0.019536,0,0,492,0,130,0.000112
46411,46411,,6,1,7,8,1,9,0,0,0,0,0.096315,0,0.166667,0,491,0.091235,173,0.000235
87822,87822,,2,1,3,3,2,5,0,0,0,0,0.001798,0,0.5,0,490,0.018516,130,0.000126
11995,11995,,2,11,13,10,21,31,3,0.55,0.631313,33,0.001798,0.028071,0.083333,0,489,0.018516,12,0.000126
80500,80500,,3,1,4,5,2,7,0,0,0,0,0.077996,0,0.333333,0,477,0.035218,173,0.000127
58088,58088,,2,8,10,7,15,22,1,1,1,7,0.001798,0.025555,0.111111,0,476,0.018516,82,0.000126
90551,90551,,1,1,2,3,3,6,0,0,0,0,0,0,0,39,493,0.009258,42,0.000112
16827,16827,,1,1,2,1,1,2,0,0,0,0,0,0,0,40,494,0.009258,43,0.000112
115139,115139,,1,1,2,5,5,10,0,0,0,0,0,0,0,41,495,0.009258,44,0.000112
33226,33226,,1,4,5,6,10,16,2,0.8,0.875,0,0,0.000029,0.25,0,499,0.009258,112,0.000112
74314,74314,,2,2,4,5,4,9,1,1,1,1,0.000003,0.0009,0.333333,0,498,0.02596,112,0.000137
87371,87371,,3,1,4,9,6,15,0,0,0,0,0.00031,0,0.333333,0,497,0.042662,105,0.000146
99821,99821,,2,1,3,6,5,11,0,0,0,0,0.000003,0,0.5,0,496,0.02596,112,0.000137
123348,123348,,1,1,2,6,6,12,0,0,0,0,0,0,0,42,500,0.009258,45,0.000112
16853,16853,,1,7,8,9,22,31,2,0.8,0.875,0,0,0.003688,0.142857,0,507,0.009258,51,0.000112
38466,38466,,4,1,5,21,11,32,0,0,0,0,0.01081,0,0.25,0,506,0.05192,51,0.000142
43222,43222,,3,1,4,5,3,8,0,0,0,0,0.000624,0,0.333333,0,505,0.042662,51,0.000137
62195,62195,,3,1,4,5,3,8,0,0,0,0,0.000342,0,0.333333,0,504,0.042662,51,0.000176
76393,76393,,7,3,10,26,21,47,1,1,1,16,0.014618,0.001621,0.111111,0,503,0.130269,51,0.000189
53013,53013,,3,1,4,5,3,8,0,0,0,0,0.008572,0,0.333333,0,501,0.063461,51,0.000131
8668,8668,,1,4,5,1,5,6,3,0.475,0.535088,0,0,0.003848,0.25,0,515,0.009258,121,0.000112
18192,18192,,2,11,13,22,33,55,2,0.75,0.833333,15,0.000354,0.055235,0.083333,0,514,0.02596,133,0.000137
79307,79307,,1,0,1,1,0,1,0,0,0,0,0.000354,0,0,0,508,0.009258,121,0.000137
8670,8670,,1,8,9,2,11,13,1,1,1,0,0,0.008262,0.125,0,523,0.009258,59,0.000112
85642,85642,,1,0,1,1,0,1,0,0,0,0,0.00076,0,0,0,522,0.009258,59,0.000124
38997,38997,,3,1,4,4,2,6,0,0,0,0,0.005417,0,0.333333,0,521,0.035218,59,0.000135
146652,146652,,2,1,3,3,1,4,0,0,0,0,0.00076,0,0.5,0,520,0.02596,59,0.000124
92837,92837,,1,0,1,2,0,2,0,0,0,0,0.00076,0,0,0,519,0.009258,59,0.000124
32037,32037,,2,1,3,6,5,11,0,0,0,0,0.00076,0,0.5,0,518,0.02596,59,0.000124
91769,91769,,3,1,4,16,14,30,0,0,0,0,0.004344,0,0.333333,0,517,0.035218,59,0.000138
47580,47580,,3,1,4,4,2,6,0,0,0,0,0.076959,0,0.333333,0,516,0.042662,59,0.000125
49632,49632,,1,1,2,24,24,48,0,0,0,0,0,0,0,43,524,0.009258,46,0.000112
123368,123368,,1,1,2,3,3,6,0,0,0,0,0,0,0,44,525,0.009258,47,0.000112
25066,25066,,1,1,2,7,7,14,0,0,0,0,0,0,0,45,526,0.009258,48,0.000112
115182,115182,,1,1,2,5,5,10,0,0,0,0,0,0,0,46,527,0.009258,49,0.000112
33263,33263,,1,1,2,1,1,2,0,0,0,0,0,0,0,47,528,0.009258,50,0.000112
16883,16883,,1,8,9,2,10,12,2,0.733333,0.818182,0,0,0.012701,0.142857,0,533,0.009258,51,0.000112
70353,70353,,3,2,5,5,4,9,1,1,1,2,0.001571,0.000732,0.25,0,532,0.035218,51,0.000149
76535,76535,,3,1,4,9,7,16,0,0,0,0,0.003561,0,0.333333,0,531,0.035218,208,0.000134
42803,42803,,2,1,3,2,1,3,0,0,0,0,0.001169,0,0.5,0,530,0.02596,51,0.000124
80633,80633,,4,3,7,8,8,16,1,1,1,4,0.080231,0.004567,0.2,0,529,0.059364,51,0.000133
57845,57845,,1,1,2,4,4,8,0,0,0,0,0,0,0,48,534,0.009258,52,0.000112
8696,8696,,1,2,3,1,2,3,1,1,1,0,0,0,0.5,49,536,0.009258,53,0.000112
74857,74857,,2,1,3,8,7,15,0,0,0,0,0,0,0.5,49,535,0.02596,53,0.000161
8701,8701,,1,8,9,2,11,13,4,0.402985,0.521605,0,0,0.030774,0.160714,0,541,0.009258,129,0.000112
33411,33411,,2,1,3,24,23,47,0,0,0,0,0.002832,0,0.5,0,540,0.02596,129,0.000124
9611,9611,,2,6,8,5,10,15,3,0.5,0.583333,19,0.002832,0.02359,0.166667,0,539,0.02596,129,0.000124
47775,47775,,16,1,17,73,50,123,0,0,0,0,0.128953,0,0.079167,0,135,0.471049,129,0.000558
34537,34537,,10,2,12,67,52,119,1,1,1,11,0.050277,0.011869,0.118182,0,178,0.208618,129,0.000259
46571,46571,,3,1,4,8,6,14,0,0,0,0,0.006082,0,0.333333,0,537,0.042662,208,0.000138
15667,15667,,2,0,2,2,0,2,0,0,0,0,0.002857,0,0,0,19,0.036359,173,0.000192
66056,66056,,1,1,2,3,3,6,0,0,0,0,0,0,0,50,542,0.009258,54,0.000112
98830,98830,,1,1,2,4,4,8,0,0,0,0,0,0,0,51,543,0.009258,55,0.000112
549,549,,1,2,3,6,7,13,1,1,1,0,0,0.001327,0.5,0,544,0.009258,133,0.000112
72871,72871,,7,1,8,13,7,20,0,0,0,0,0.01442,0,0.142857,0,107,0.264983,133,0.000292
82474,82474,,1,1,2,8,8,16,0,0,0,0,0,0,0,52,545,0.009258,56,0.000112
8753,8753,,0,3,3,0,3,3,2,0.8,0.875,0,0,0.001125,0,0,549,0,59,0.000112
121492,121492,,4,1,5,7,4,11,0,0,0,0,0.005045,0,0.25,0,548,0.044476,59,0.000167
25498,25498,,2,1,3,2,1,3,0,0,0,0,0.000104,0,0.5,0,547,0.018516,59,0.000145
68507,68507,,4,2,6,12,9,21,1,1,1,3,0.007079,0.000108,0.2,0,546,0.05192,129,0.00016
74298,74298,,1,2,3,6,7,13,1,1,1,0,0,0.002396,0.5,0,550,0.009258,51,0.000112
25148,25148,,0,1,1,0,1,1,3,0.444444,0.486111,0,0,0.000427,0,0,556,0,133,0.000112
60777,60777,,3,8,11,9,18,27,2,0.733333,0.818182,22,0.004638,0.00505,0.1,0,555,0.035218,133,0.000223
25152,25152,,1,1,2,4,4,8,0,0,0,0,0,0,0,53,557,0.009258,57,0.000112
107074,107074,,1,1,2,5,5,10,0,0,0,0,0,0,0,54,558,0.009258,58,0.000112
615,615,,1,13,14,2,19,21,4,0.54902,0.675595,0,0,0.017234,0.083333,0,564,0.009258,59,0.000112
95242,95242,,2,0,2,2,0,2,0,0,0,0,0.002184,0,0,0,563,0.018516,198,0.000139
88096,88096,,10,1,11,23,10,33,0,0,0,0,0.040324,0,0.1,0,121,0.20338,133,0.000261
88739,88739,,11,1,12,20,5,25,0,0,0,0,0.025264,0,0.090909,0,192,0.194122,129,0.000271
62642,62642,,6,1,7,20,14,34,0,0,0,0,0.018735,0,0.166667,0,562,0.085324,125,0.000153
126014,126014,,2,2,4,2,2,4,1,1,1,1,0.001586,0.002171,0.333333,0,561,0.02596,59,0.000119
19307,19307,,2,3,5,7,11,18,3,0.555556,0.666667,5,0.001586,0.01379,0.25,0,560,0.02596,112,0.000119
11388,11388,,2,2,4,6,6,12,1,1,1,1,0.001586,0.002482,0.333333,0,559,0.02596,59,0.000119
8815,8815,,0,10,10,0,13,13,2,0.857143,0.916667,0,0,0.046497,0,0,571,0,125,0.000112
85140,85140,,4,2,6,34,32,66,1,1,1,5,0.08871,0.001096,0.2,0,570,0.072719,173,0.000127
14690,14690,,2,1,3,7,6,13,0,0,0,0,0.00428,0,0.5,0,569,0.018516,125,0.000122
22634,22634,,6,1,7,12,7,19,0,0,0,0,0.02722,0,0.166667,0,568,0.106123,59,0.000238
53960,53960,,3,1,4,14,9,23,0,0,0,0,0.011184,0,0.333333,0,567,0.035218,1,0.000126
35903,35903,,3,2,5,7,6,13,1,1,1,2,0.014729,0,0.25,0,566,0.035218,125,0.000124
82548,82548,,0,6,6,0,11,11,2,0.875,0.928571,0,0,0.022557,0,0,575,0,119,0.000112
129238,129238,,3,1,4,8,4,12,0,0,0,0,0.002094,0,0.333333,0,574,0.027774,119,0.000228
513369,513369,,3,1,4,11,8,19,0,0,0,0,0.004428,0,0.333333,0,475,0.042662,119,0.000142
91612,91612,,2,1,3,15,14,29,0,0,0,0,0.002076,0,0.5,0,573,0.018516,119,0.000128
112377,112377,,2,2,4,5,5,10,1,1,1,1,0.002076,0.000026,0.333333,0,572,0.018516,121,0.000128
17028,17028,,0,6,6,0,6,6,2,0.875,0.928571,0,0,0.011441,0,0,578,0,74,0.000112
45261,45261,,6,1,7,30,25,55,0,0,0,0,0.043277,0,0.166667,0,130,0.116522,74,0.000144
42386,42386,,3,1,4,4,2,6,0,0,0,0,0.008627,0,0.333333,0,93,0.053062,74,0.000132
238948,238948,,2,1,3,9,8,17,0,0,0,0,0.001053,0,0.5,0,577,0.018516,74,0.000128
126042,126042,,2,1,3,2,1,3,0,0,0,0,0.001053,0,0.5,0,576,0.018516,74,0.000128
41613,41613,,1,3,4,14,16,30,2,0.666667,0.75,0,0,0.007253,0.333333,0,582,0.009258,130,0.000112
53212,53212,,3,3,6,9,9,18,1,1,1,4,0.001939,0.002463,0.2,0,581,0.035218,130,0.000165
101883,101883,,3,1,4,4,2,6,0,0,0,0,0.076866,0,0.333333,0,579,0.042662,130,0.000146
41619,41619,,1,5,6,3,9,12,3,0.615385,0.729167,0,0,0.001558,0.2,0,586,0.009258,212,0.000112
94352,94352,,3,1,4,7,3,10,0,0,0,0,0.000314,0,0.333333,0,585,0.056017,212,0.000159
75863,75863,,3,1,4,5,3,8,0,0,0,0,0.001848,0,0.333333,0,584,0.035218,212,0.000144
68612,68612,,2,2,4,4,4,8,2,0.666667,0.75,2,0.000143,0.008606,0.333333,0,583,0.02596,212,0.000132
82586,82586,,1,4,5,12,15,27,1,1,1,0,0,0.001709,0.25,0,588,0.009258,82,0.000112
131012,131012,,3,1,4,6,4,10,0,0,0,0,0.000159,0,0.333333,0,587,0.035218,82,0.000186
125148,125148,,3,1,4,22,17,39,0,0,0,0,0.000159,0,0.333333,0,384,0.063461,82,0.000198
84539,84539,,4,1,5,22,18,40,0,0,0,0,0.018248,0,0.25,0,143,0.077208,74,0.000142
98970,98970,,1,1,2,2,2,4,0,0,0,0,0,0,0,55,589,0.009258,60,0.000112
685,685,,1,12,13,3,17,20,3,0.625,0.75,0,0,0.03132,0.083333,0,601,0.009258,118,0.000112
4096,4096,,2,1,3,3,2,5,0,0,0,0,0.002883,0,0.5,0,600,0.02596,118,0.00012
68457,68457,,3,2,5,5,5,10,1,1,1,2,0.00358,0.000128,0.25,0,599,0.042662,118,0.000153
70870,70870,,4,2,6,6,4,10,1,1,1,4,0.013485,0.001563,0.2,0,597,0.059364,125,0.000129
31132,31132,,4,1,5,23,13,36,0,0,0,0,0.013485,0,0.25,0,596,0.059364,118,0.000129
7903,7903,,3,1,4,4,2,6,0,0,0,0,0.004718,0,0.333333,0,54,0.053062,1,0.000128
104487,104487,,5,1,6,10,5,15,0,0,0,0,0.00618,0,0.2,0,57,0.071578,118,0.000166
1116,1116,,2,5,7,7,11,18,2,0.666667,0.75,7,0.002883,0.007046,0.166667,0,595,0.02596,118,0.00012
91579,91579,,2,1,3,14,11,25,0,0,0,0,0.002883,0,0.5,0,590,0.02596,118,0.00012
41661,41661,,1,7,8,4,10,14,2,0.75,0.833333,0,0,0.035305,0.142857,0,604,0.009258,208,0.000112
45963,45963,,9,1,10,30,18,48,0,0,0,0,0.057466,0,0.111111,0,108,0.247813,208,0.000185
102652,102652,,2,1,3,2,1,3,0,0,0,0,0.003249,0,0.5,0,603,0.02596,208,0.000126
107294,107294,,2,1,3,8,7,15,0,0,0,0,0.003249,0,0.5,0,602,0.02596,208,0.000126
41665,41665,,1,7,8,1,8,9,1,1,1,0,0,0.013146,0.142857,0,606,0.009258,125,0.000112
71183,71183,,3,1,4,3,1,4,0,0,0,0,0.001675,0,0.333333,0,554,0.060506,125,0.000153
62830,62830,,15,1,16,44,17,61,0,0,0,0,0.061854,0,0.071429,0,98,0.330771,112,0.000446
106111,106111,,6,1,7,9,4,13,0,0,0,0,0.014215,0,0.166667,0,31,0.217699,125,0.000223
50225,50225,,1,0,1,1,0,1,0,0,0,0,0.00121,0,0,0,605,0.009258,125,0.000126
8899,8899,,0,2,2,0,2,2,1,1,1,0,0,0.002303,0,0,609,0,208,0.000112
55245,55245,,7,1,8,18,9,27,0,0,0,0,0.024808,0,0.142857,0,608,0.079694,208,0.000202
9236,9236,,2,1,3,4,3,7,0,0,0,0,0.000212,0,0.5,0,607,0.018516,208,0.000161
74439,74439,,1,1,2,4,4,8,0,0,0,0,0,0,0,56,610,0.009258,61,0.000112
58063,58063,,1,1,2,2,2,4,0,0,0,0,0,0,0,57,611,0.009258,62,0.000112
115949,115949,,2,1,3,16,14,30,0,0,0,0,0.002352,0,0.5,0,474,0.033404,82,0.000126
126639,126639,,2,1,3,4,3,7,0,0,0,0,0.002352,0,0.5,0,473,0.033404,82,0.000126
122238,122238,,10,1,11,24,12,36,0,0,0,0,0.020039,0,0.1,0,472,0.152133,1,0.000261
25320,25320,,1,1,2,7,7,14,0,0,0,0,0,0,0,58,612,0.009258,63,0.000112
66289,66289,,1,1,2,3,3,6,0,0,0,0,0,0,0,59,613,0.009258,64,0.000112
8946,8946,,1,11,12,10,21,31,2,0.857143,0.916667,0,0,0.04153,0.090909,0,619,0.009258,208,0.000112
89862,89862,,3,0,3,4,0,4,0,0,0,0,0.016224,0,0,0,618,0.035218,212,0.00013
32532,32532,,5,1,6,8,4,12,0,0,0,0,0.019391,0,0.2,0,617,0.138463,208,0.000212
39321,39321,,10,2,12,59,51,110,1,1,1,21,0.106459,0.000268,0.109091,0,84,0.307657,74,0.000331
62237,62237,,3,1,4,4,2,6,0,0,0,0,0.007742,0,0.333333,0,616,0.035218,82,0.000132
1277510,1277510,,4,1,5,8,5,13,0,0,0,0,0.004069,0,0.25,0,615,0.06682,208,0.000244
56555,56555,,15,2,17,35,19,54,1,1,1,23.5,0.12901,0.002442,0.079167,0,23,0.341942,173,0.000455
1094969,1094969,,3,1,4,6,4,10,0,0,0,0,0.010111,0,0.333333,0,614,0.053062,12,0.000125
8954,8954,,1,13,14,6,20,26,4,0.45977,0.523958,0,0,0.064566,0.089744,0,630,0.009258,112,0.000112
15622,15622,,3,1,4,9,5,14,0,0,0,0,0.082141,0,0.333333,0,629,0.042662,173,0.00012
23822,23822,,9,1,10,32,21,53,0,0,0,0,0.020955,0,0.111111,0,61,0.252141,19,0.00034
91713,91713,,3,2,5,21,20,41,1,1,1,2,0.009744,0.000913,0.25,0,628,0.042662,112,0.000122
36756,36756,,1,0,1,1,0,1,0,0,0,0,0.005943,0,0,0,627,0.009258,112,0.000119
13018,13018,,4,31,35,10,48,58,3,0.795918,0.880342,108,0.008615,0.088488,0.034759,0,626,0.05192,112,0.000173
94950,94950,,6,1,7,13,8,21,0,0,0,0,0.014711,0,0.2,0,129,0.137321,74,0.000382
49925,49925,,1,1,2,4,4,8,0,0,0,0,0,0,0,60,631,0.009258,65,0.000112
8976,8976,,1,1,2,6,6,12,0,0,0,0,0,0,0,61,632,0.009258,66,0.000112
49942,49942,,1,12,13,9,22,31,2,0.789474,0.866667,0,0,0.026375,0.083333,0,639,0.009258,129,0.000112
110976,110976,,6,1,7,17,12,29,0,0,0,0,0.011906,0,0.166667,0,87,0.179986,129,0.000289
124802,124802,,2,1,3,3,2,5,0,0,0,0,0.002428,0,0.5,0,638,0.02596,129,0.00012
66475,66475,,2,3,5,13,14,27,1,1,1,2,0.002428,0.008487,0.25,0,637,0.02596,129,0.00012
55645,55645,,1,0,1,1,0,1,0,0,0,0,0.002428,0,0,0,635,0.009258,129,0.00012
61395,61395,,3,1,4,3,1,4,0,0,0,0,0.003533,0,0.333333,0,634,0.042662,19,0.000134
98299,98299,,9,1,10,24,13,37,0,0,0,0,0.041995,0,0.125,0,15,0.163673,129,0.00028
103955,103955,,2,1,3,3,2,5,0,0,0,0,0.002428,0,0.5,0,633,0.02596,129,0.00012
17176,17176,,1,1,2,3,3,6,0,0,0,0,0,0,0,62,640,0.009258,67,0.000112
41757,41757,,1,1,2,1,1,2,0,0,0,0,0,0,0,63,641,0.009258,68,0.000112
17188,17188,,1,1,2,1,1,2,0,0,0,0,0,0,0,64,642,0.009258,69,0.000112
810,810,,1,3,4,1,3,4,2,0.75,0.833333,0,0,0.000358,0.333333,0,644,0.009258,70,0.000112
18255,18255,,4,2,6,16,14,30,1,1,1,3,0.00012,0.005693,0.2,0,643,0.044476,70,0.000277
811,811,,0,47,47,0,67,67,4,0.628571,0.747159,0,0,0.225746,0.000925,0,667,0,105,0.000112
4639,4639,,8,1,9,54,45,99,0,0,0,0,0.027549,0,0.125,0,122,0.15661,118,0.000251
46634,46634,,4,1,5,28,15,43,0,0,0,0,0.100947,0,0.25,0,666,0.05192,173,0.000122
79435,79435,,7,1,8,10,3,13,0,0,0,0,0.045518,0,0.142857,0,478,0.102026,12,0.000151
26188,26188,,2,3,5,24,26,50,1,1,1,1,0.020778,0.01981,0.333333,0,665,0.018516,119,0.000114
67179,67179,,1,0,1,1,0,1,0,0,0,0,0.020778,0,0,0,663,0.004126,105,0.000114
28950,28950,,2,1,3,3,2,5,0,0,0,0,0.020778,0,0.5,0,662,0.018516,105,0.000114
143030,143030,,5,2,7,55,50,105,1,1,1,9,0.031277,0.001096,0.166667,0,88,0.106503,112,0.000145
18623,18623,,3,1,4,6,4,10,0,0,0,0,0.021428,0,0.333333,0,661,0.027774,105,0.000125
1223,1223,,1,1,2,1,1,2,1,1,1,1,0.020778,0.000764,0,0,660,0.004126,105,0.000114
63743,63743,,3,1,4,3,1,4,0,0,0,0,0.023369,0,0.333333,0,658,0.027774,208,0.000122
37143,37143,,2,1,3,2,1,3,0,0,0,0,0.020778,0,0.5,0,657,0.018516,105,0.000114
56092,56092,,3,1,4,4,2,6,0,0,0,0,0.030048,0,0.333333,0,656,0.027774,125,0.000117
109859,109859,,4,1,5,16,13,29,0,0,0,0,0.099573,0,0.25,0,655,0.044476,119,0.000125
6440,6440,,3,7,10,13,21,34,2,0.875,0.928571,13.5,0.021528,0.005304,0.111111,0,654,0.027774,130,0.000128
111438,111438,,3,1,4,5,1,6,0,0,0,0,0.028922,0,0.333333,0,621,0.063461,105,0.000119
64343,64343,,4,1,5,5,2,7,0,0,0,0,0.032187,0,0.25,0,337,0.113078,118,0.000155
30563,30563,,2,1,3,4,3,7,0,0,0,0,0.020778,0,0.5,0,650,0.018516,105,0.000114
10088,10088,,2,1,3,4,3,7,0,0,0,0,0.020778,0,0.5,0,649,0.018516,105,0.000114
45432,45432,,4,1,5,7,4,11,0,0,0,0,0.029257,0,0.25,0,267,0.086846,105,0.000172
125857,125857,,2,1,3,4,2,6,0,0,0,0,0.020778,0,0.5,0,648,0.018516,105,0.000114
9636,9636,,1,0,1,1,0,1,0,0,0,0,0.020778,0,0,0,647,0.004126,105,0.000114
4525,4525,,4,3,7,6,5,11,2,0.75,0.833333,22,0.027459,0.00891,0.166667,0,418,0.108406,12,0.000138
63472,63472,,2,1,3,5,4,9,0,0,0,0,0.020778,0,0.5,0,646,0.018516,105,0.000114
88637,88637,,10,1,11,11,2,13,0,0,0,0,0.141295,0,0.1,0,645,0.129801,105,0.000168
79465,79465,,3,1,4,8,6,14,0,0,0,0,0.003448,0,0.333333,0,374,0.063461,208,0.000147
47738,47738,,7,2,9,10,5,15,1,1,1,30,0.016586,0.000026,0.125,0,41,0.271562,121,0.000339
31641,31641,,7,2,9,16,11,27,1,1,1,40,0.009301,0.000148,0.125,0,45,0.315658,208,0.000409
21677,21677,,3,7,10,3,7,10,2,0.714286,0.8,43,0.003174,0.026763,0.125,0,373,0.070905,125,0.000176
27012,27012,,2,5,7,7,11,18,1,1,1,12,0.003147,0.001225,0.166667,0,371,0.046759,198,0.000122
