Id,Label,timeset,indegree,outdegree,Degree,clustering,eigencentrality,componentnumber,strongcompnum,modularity_class,pageranks,weighted indegree,weighted outdegree,Weighted Degree,Eccentricity,closnesscentrality,harmonicclosnesscentrality,betweenesscentrality,Authority,Hub
98299,98299,,26,1,27,0.050769,0.250891,0,92,30,0.001329,36,6,42,0,0,0,0,0.06516,0
78847,78847,,2,0,2,0,0.005664,0,916,1,0.000171,3,0,3,0,0,0,0,0.002404,0
77884,77884,,10,2,12,0.109091,0.052734,0,33,2,0.000354,19,11,30,1,1,1,9.777778,0.024901,0.003799
66575,66575,,1,1,2,0,0.006574,0,837,3,0.000155,1,1,2,1,1,1,4,0.004566,0
4639,4639,,19,1,20,0.084795,0.149272,0,269,3,0.000338,68,18,86,0,0,0,0,0.0587,0
88739,88739,,10,1,11,0.133333,0.129736,0,156,1,0.000346,11,2,13,0,0,0,0,0.036696,0
39992,39992,,17,5,22,0.080952,0.143376,0,202,30,0.000273,19,8,27,2,0.833333,0.9,152.805592,0.059605,0.012122
26180,26180,,2,2,4,0.333333,0.011204,0,835,15,0.000155,2,2,4,1,1,1,0.25,0.004566,0.003106
96,96,,2,23,25,0.086957,0.011204,0,834,3,0.000155,4,30,34,6,0.328704,0.368075,214.087405,0.004566,0.029746
1471,1471,,2,15,17,0.108333,0.011204,0,820,3,0.000155,4,19,23,7,0.34601,0.379387,114.724942,0.004566,0.024502
51230,51230,,3,1,4,0,0.02651,0,592,25,0.000175,3,1,4,1,1,1,19.5,0.016164,0.001229
5302,5302,,12,5,17,0.095833,0.083191,0,120,3,0.000217,21,10,31,4,0.5,0.583333,89.49531,0.038393,0.01189
39106,39106,,12,4,16,0.1,0.116033,0,131,15,0.000399,13,5,18,1,1,1,161.773016,0.041944,0.017324
1384652,1384652,,4,3,7,0.2,0.024053,0,797,3,0.000166,8,5,13,1,1,1,4.765152,0.008927,0.003109
89818,89818,,28,0,28,0.01455,0.262885,0,66,25,0.001444,35,0,35,0,0,0,0,0.058517,0
6406,6406,,3,2,5,0.25,0.01646,0,815,31,0.000161,5,4,9,1,1,1,2.25,0.006392,0.001651
268,268,,2,20,22,0.069048,0.011204,0,814,3,0.000155,3,21,24,8,0.294807,0.337946,40.371162,0.004566,0.046199
84274,84274,,4,0,4,0,0.050907,0,532,15,0.000173,5,0,5,0,0,0,0,0.017535,0
14728,14728,,9,1,10,0.022222,0.110696,0,89,3,0.0003,11,1,12,1,1,1,77.835714,0.020782,0.00022
4926,4926,,4,17,21,0.057895,0.023368,0,759,3,0.000171,5,18,23,4,0.488,0.580601,113.72457,0.008892,0.035537
337,337,,4,7,11,0.111111,0.024592,0,758,13,0.000165,15,18,33,4,0.424242,0.52381,47.149405,0.010427,0.010351
2915,2915,,14,25,39,0.056899,0.161221,0,303,3,0.000257,26,39,65,8,0.286079,0.381207,2086.090826,0.055054,0.039692
98970,98970,,2,2,4,0.333333,0.011204,0,810,1,0.000155,3,3,6,1,1,1,4,0.004566,0.000324
437,437,,4,22,26,0.051667,0.030892,0,749,3,0.000174,10,29,39,7,0.311823,0.353306,816.573259,0.00701,0.025377
11208,11208,,8,32,40,0.038462,0.056961,0,607,31,0.000187,13,42,55,4,0.476415,0.592409,651.226097,0.034292,0.060119
536,536,,3,20,23,0.08658,0.014392,0,833,3,0.000161,7,28,35,7,0.320429,0.364631,132.260195,0.009174,0.051608
3661,3661,,11,5,16,0.104762,0.094431,0,383,3,0.000237,29,20,49,8,0.243976,0.306349,220.202753,0.033316,0.017508
41508,41508,,1,0,1,0,0.00463,0,828,3,0.000158,1,0,1,0,0,0,0,0.00148,0
13913,13913,,26,9,35,0.072193,0.268789,0,116,3,0.000501,55,35,90,4,0.401961,0.495935,1116.9436,0.078184,0.039621
10088,10088,,4,0,4,0,0.018855,0,786,3,0.000175,4,0,4,0,0,0,0,0.011602,0
13430,13430,,6,19,25,0.074275,0.028628,0,827,30,0.000192,8,23,31,4,0.526316,0.64,162.293047,0.010492,0.038609
3191,3191,,7,4,11,0.155556,0.072165,0,300,1,0.000202,9,4,13,8,0.24127,0.30094,618.056418,0.015851,0.006329
24197,24197,,13,1,14,0.089744,0.234067,0,102,13,0.000384,22,8,30,0,0,0,0,0.026616,0
4249,4249,,7,30,37,0.048413,0.06847,0,299,37,0.000238,15,40,55,7,0.310417,0.450463,1429.064754,0.013219,0.066019
135152,135152,,2,3,5,0.25,0.008867,0,825,30,0.000158,5,7,12,1,1,1,5.5,0.00148,0.013536
6120,6120,,3,0,3,0.166667,0.019577,0,690,3,0.00017,3,0,3,0,0,0,0,0.007204,0
332,332,,1,21,22,0.010823,0.00463,0,824,30,0.000158,1,22,23,8,0.315242,0.362103,288.606364,0.00148,0.031205
2170994,2170994,,1,1,2,0,0.002832,2,926,4,0.000152,4,4,8,0,0,0,0,0,0
4096,4096,,5,1,6,0.2,0.058579,0,302,45,0.000176,12,8,20,0,0,0,0,0.010275,0
50711,50711,,5,7,12,0.090909,0.037596,0,731,13,0.000168,9,11,20,1,1,1,58.790476,0.02241,0.004829
65503,65503,,10,1,11,0.122222,0.121298,0,187,30,0.000349,16,4,20,0,0,0,0,0.028197,0
18484,18484,,3,7,10,0.077778,0.017601,0,805,40,0.000185,3,17,20,4,0.5,0.600694,103.885354,0.00418,0.006601
37984,37984,,11,1,12,0.118182,0.055805,0,461,2,0.000468,19,5,24,0,0,0,0,0.026487,0
108208,108208,,4,1,5,0.25,0.016416,0,798,37,0.000182,4,1,5,0,0,0,0,0.004472,0
62642,62642,,6,2,8,0.142857,0.031369,0,683,25,0.000199,8,4,12,1,1,1,5.833333,0.012099,0.0021
14569,14569,,7,2,9,0.160714,0.099453,0,165,3,0.000311,11,5,16,1,1,1,38.702381,0.010494,0.002602
18393,18393,,5,82,87,0.020793,0.031861,0,593,25,0.000197,9,111,120,5,0.569231,0.690901,1300.148342,0.015496,0.202199
42782,42782,,4,1,5,0.25,0.018839,0,796,37,0.00017,4,1,5,0,0,0,0,0.007722,0
30576,30576,,13,2,15,0.126374,0.155012,0,493,13,0.000286,25,11,36,1,1,1,3.444444,0.047753,0.013749
45432,45432,,3,0,3,0,0.011108,0,795,13,0.000203,3,0,3,0,0,0,0,0.004285,0
42303,42303,,6,10,16,0.109524,0.037416,0,627,30,0.00019,8,11,19,3,0.681818,0.788889,110.833333,0.01688,0.030845
1862,1862,,6,38,44,0.046512,0.045631,0,705,3,0.000185,11,51,62,6,0.328546,0.396296,1080.747126,0.016059,0.083801
53212,53212,,7,5,12,0.127273,0.049792,0,577,1,0.00023,10,9,19,3,0.666667,0.805556,73.674603,0.025067,0.0094
2128,2128,,6,3,9,0.160714,0.039087,0,554,3,0.000183,6,3,9,5,0.365079,0.421739,18.083333,0.017315,0.004641
84478,84478,,10,2,12,0.109091,0.051182,0,595,30,0.000262,11,3,14,1,1,1,15.666667,0.019458,0.000903
16511,16511,,1,10,11,0.111111,0.002832,0,927,30,0.000152,4,13,17,6,0.32377,0.399578,0,0,0.04474
115608,115608,,4,1,5,0.25,0.015636,0,811,37,0.000197,4,1,5,0,0,0,0,0.00476,0
48461,48461,,27,1,28,0.048433,0.236948,0,124,30,0.000643,39,2,41,0,0,0,0,0.077089,0
123012,123012,,1,1,2,0,0.002832,3,928,5,0.000152,1,1,2,0,0,0,0,0,0
139396,139396,,0,2,2,0,0,0,930,25,0.000152,0,2,2,1,1,1,0,0,0.010368
117068,117068,,3,1,4,0.333333,0.008496,0,929,25,0.00024,3,1,4,0,0,0,0,0.001115,0
16529,16529,,0,5,5,0,0,0,931,3,0.000152,0,5,5,3,0.666667,0.791667,0,0,0.012606
17803,17803,,4,3,7,0.166667,0.016928,0,767,3,0.00019,5,4,9,2,0.75,0.833333,11.5,0.006513,0.003836
125148,125148,,8,0,8,0,0.034157,0,829,1,0.000442,9,0,9,0,0,0,0,0.021139,0
55327,55327,,5,0,5,0,0.021067,0,435,3,0.000226,5,0,5,0,0,0,0,0.010971,0
16534,16534,,0,3,3,0,0,0,934,15,0.000152,0,3,3,3,0.5625,0.648148,0,0,0.000067
110274,110274,,3,0,3,0,0.00842,0,682,15,0.000222,3,0,3,0,0,0,0,0.001347,0
17510,17510,,2,1,3,0.5,0.005664,0,933,15,0.000199,7,6,13,0,0,0,0,0.000003,0
35116,35116,,2,6,8,0.142857,0.005664,0,932,15,0.000199,2,6,8,2,0.857143,0.916667,6,0.000003,0.033637
82082,82082,,1,1,2,0,0.002832,4,935,6,0.000152,1,1,2,0,0,0,0,0,0
114865,114865,,1,1,2,0,0.002832,5,936,7,0.000152,4,4,8,0,0,0,0,0,0
16587,16587,,1,20,21,0.057895,0.002832,0,941,15,0.000152,4,25,29,5,0.361328,0.43036,0,0,0.065745
69824,69824,,2,2,4,0.083333,0.006581,0,940,1,0.000172,2,3,5,1,1,1,2,0.003758,0.003
49942,49942,,4,26,30,0.043103,0.024613,0,748,30,0.000174,5,29,34,3,0.59596,0.694915,213.505802,0.007103,0.058203
23368,23368,,32,4,36,0.034454,0.247603,0,119,37,0.000648,45,8,53,1,1,1,191.971068,0.094301,0.006716
44815,44815,,8,1,9,0.142857,0.045849,0,509,15,0.000207,8,1,9,0,0,0,0,0.023987,0
74857,74857,,1,0,1,0,0.002832,0,939,15,0.000159,1,0,1,0,0,0,0,0.003272,0
62830,62830,,32,6,38,0.051051,0.269439,0,244,1,0.000679,39,9,48,2,0.666667,0.75,573.503968,0.117848,0.018592
23528,23528,,21,8,29,0.047619,0.179443,0,69,13,0.000481,24,11,35,2,0.888889,0.9375,509.62381,0.052012,0.015166
16757,16757,,1,0,1,0,0.002832,0,938,15,0.000159,1,0,1,0,0,0,0,0.003272,0
45261,45261,,17,1,18,0.066176,0.139965,0,586,15,0.000325,20,3,23,0,0,0,0,0.062416,0
21838,21838,,15,4,19,0.098039,0.129655,0,245,15,0.000259,22,7,29,2,0.714286,0.8,102.998449,0.052983,0.018043
52458,52458,,5,3,8,0.142857,0.017476,0,937,1,0.000174,7,6,13,2,0.75,0.833333,7.5,0.01441,0.003462
80633,80633,,6,2,8,0.035714,0.041259,0,440,1,0.000216,7,2,9,1,1,1,41.85,0.02687,0.003427
78182,78182,,11,1,12,0.118182,0.172041,0,59,37,0.000426,13,2,15,0,0,0,0,0.021407,0
90317,90317,,1,1,2,0,0.002832,6,942,8,0.000152,1,1,2,0,0,0,0,0,0
1199234,1199234,,11,1,12,0.007576,0.045686,0,703,3,0.000288,14,1,15,2,0.6,0.666667,20.753842,0.041273,0.002553
18505,18505,,7,6,13,0.121212,0.04127,0,555,15,0.000224,12,11,23,3,0.5,0.598039,69.303806,0.025626,0.013382
5777,5777,,7,1,8,0.142857,0.032991,0,751,3,0.000242,8,2,10,0,0,0,0,0.016082,0
1491,1491,,3,18,21,0.063158,0.012265,0,895,30,0.000169,3,19,22,8,0.27358,0.317687,210.567857,0.003512,0.032852
33917,33917,,2,1,3,0.5,0.008328,0,892,3,0.000164,2,1,3,0,0,0,0,0.000873,0
9328,9328,,6,8,14,0.076923,0.02732,0,831,3,0.000187,14,18,32,4,0.379679,0.440141,134.473882,0.010671,0.010858
32978,32978,,1,1,2,0,0.002832,7,943,9,0.000152,2,2,4,0,0,0,0,0,0
90322,90322,,1,2,3,0.5,0.002832,0,944,31,0.000152,1,2,3,1,1,1,0,0,0.000392
106467,106467,,5,0,5,0.05,0.040488,0,285,31,0.00044,5,0,5,0,0,0,0,0.007872,0
82135,82135,,1,1,2,0,0.002832,8,945,10,0.000152,1,1,2,0,0,0,0,0,0
123098,123098,,1,1,2,0,0.002832,9,946,11,0.000152,3,3,6,0,0,0,0,0,0
51816,51816,,40,2,42,0.043293,0.33247,0,321,1,0.000532,94,3,97,3,0.458333,0.5,514.061783,0.15967,0.001961
267,267,,2,72,74,0.02911,0.008328,0,879,3,0.000166,7,110,117,5,0.385054,0.445418,767.317061,0.001224,0.154602
10420,10420,,6,4,10,0.138889,0.069811,0,635,3,0.000203,17,13,30,6,0.341615,0.394848,335.701085,0.012999,0.024153
29157,29157,,8,6,14,0.115385,0.076525,0,459,15,0.000212,16,14,30,3,0.5,0.587719,194.895667,0.03323,0.020773
8047,8047,,14,1,15,0.093407,0.143926,0,237,31,0.000411,25,10,35,0,0,0,0,0.033177,0
49376,49376,,1,1,2,0,0.002832,10,947,12,0.000152,3,3,6,0,0,0,0,0,0
115139,115139,,3,1,4,0.333333,0.013796,0,793,37,0.000263,4,2,6,0,0,0,0,0.00008,0
123111,123111,,1,4,5,0.25,0.002832,0,949,37,0.000152,1,4,5,1,1,1,0,0,0.002331
124161,124161,,1,0,1,0,0.002832,0,948,37,0.000187,1,0,1,0,0,0,0,0.000116,0
126691,126691,,9,1,10,0.111111,0.044271,0,725,37,0.000672,9,1,10,0,0,0,0,0.008551,0
44084,44084,,13,6,19,0.068627,0.098524,0,562,1,0.000263,26,18,44,1,1,1,142.741667,0.05495,0.004223
51812,51812,,2,0,2,0.5,0.010754,0,772,3,0.00016,2,0,2,0,0,0,0,0.006749,0
22634,22634,,15,1,16,0.080952,0.229566,0,112,3,0.000578,17,2,19,0,0,0,0,0.032207,0
12950,12950,,7,75,82,0.025463,0.076875,0,547,13,0.000207,18,156,174,4,0.614173,0.721688,1751.191491,0.020425,0.217225
20133,20133,,9,2,11,0.133333,0.045935,0,313,30,0.000267,14,6,20,1,1,1,3.678211,0.02166,0.013749
20654,20654,,13,25,38,0.063063,0.163387,0,496,37,0.000322,24,39,63,3,0.584071,0.669192,1103.134237,0.047302,0.077178
811,811,,3,48,51,0.034694,0.014931,0,774,3,0.000159,3,59,62,6,0.358837,0.416556,429.799055,0.010673,0.075749
79637,79637,,4,0,4,0,0.025757,0,53,31,0.000222,4,0,4,0,0,0,0,0.008423,0
79708,79708,,12,2,14,0.089744,0.102546,0,207,3,0.000461,16,4,20,1,1,1,21.05119,0.036146,0.004387
4504,4504,,8,10,18,0.110294,0.08472,0,470,3,0.000201,11,12,23,4,0.457447,0.540698,239.870136,0.028074,0.02211
1432,1432,,3,17,20,0.061404,0.019097,0,670,37,0.000164,13,27,40,8,0.272934,0.321743,468.348218,0.004922,0.036039
7583,7583,,2,0,2,0,0.020963,0,375,3,0.000179,2,0,2,0,0,0,0,0.004522,0
31641,31641,,34,7,41,0.047436,0.38282,0,94,15,0.00074,40,9,49,2,0.6875,0.772727,991.525563,0.099179,0.014235
62122,62122,,14,1,15,0.087912,0.112715,0,358,37,0.000347,22,5,27,0,0,0,0,0.041427,0
16623,16623,,1,10,11,0.1,0.002832,0,951,45,0.000152,1,10,11,4,0.453488,0.549145,0,0,0.006999
125953,125953,,3,0,3,0,0.007579,0,950,45,0.000181,7,0,7,0,0,0,0,0.002254,0
52239,52239,,5,2,7,0.166667,0.027981,0,704,45,0.000181,7,4,11,1,1,1,3.375,0.012878,0.002044
36131,36131,,10,1,11,0.155556,0.109645,0,278,2,0.000239,19,8,27,0,0,0,0,0.036815,0
31169,31169,,5,0,5,0,0.033455,0,515,45,0.000195,5,0,5,0,0,0,0,0.016762,0
47450,47450,,7,1,8,0.142857,0.036863,0,424,37,0.000226,11,5,16,0,0,0,0,0.014211,0
8435,8435,,1,21,22,0.057143,0.002832,0,966,3,0.000152,5,27,32,5,0.342857,0.391615,0,0,0.042532
191083,191083,,5,1,6,0.2,0.04105,0,650,3,0.000191,6,2,8,0,0,0,0,0.008693,0
41662,41662,,3,1,4,0.333333,0.012295,0,877,3,0.000161,10,7,17,0,0,0,0,0.00981,0
66289,66289,,2,0,2,0,0.005664,0,965,31,0.000167,2,0,2,0,0,0,0,0.003839,0
98094,98094,,10,1,11,0.111111,0.090185,0,339,13,0.000241,12,3,15,0,0,0,0,0.036589,0
18770,18770,,4,11,15,0.131868,0.017316,0,438,30,0.000163,5,13,18,5,0.384921,0.451203,94.2,0.019,0.038515
74298,74298,,1,2,3,0,0.002832,0,964,3,0.000159,1,2,3,1,1,1,2,0.002117,0.002212
68452,68452,,16,1,17,0.022059,0.118519,0,450,25,0.000388,18,1,19,3,0.5,0.583333,77.199145,0.046947,0.001211
97197,97197,,6,1,7,0.166667,0.036403,0,348,37,0.000177,10,5,15,0,0,0,0,0.023367,0
16883,16883,,2,60,62,0.02541,0.006769,0,963,37,0.000159,5,79,84,4,0.461538,0.543981,239.633333,0.002117,0.152076
44996,44996,,18,0,18,0.03268,0.125273,0,192,30,0.00035,21,0,21,0,0,0,0,0.072432,0
91612,91612,,4,1,5,0.25,0.023548,0,624,3,0.000179,6,3,9,0,0,0,0,0.006508,0
82165,82165,,1,1,2,0,0.002832,11,967,14,0.000152,1,1,2,0,0,0,0,0,0
8446,8446,,1,27,28,0.042735,0.002832,0,976,37,0.000152,14,41,55,6,0.359467,0.433951,0,0,0.043286
15625,15625,,3,1,4,0.333333,0.014719,0,559,37,0.000185,6,4,10,0,0,0,0,0.002947,0
23234,23234,,10,4,14,0.096154,0.13716,0,115,15,0.000311,22,14,36,1,1,1,158.597024,0.027163,0.006104
17028,17028,,1,25,26,0.004615,0.002832,0,975,13,0.000157,1,25,26,5,0.388471,0.480108,89.633333,0.002154,0.048312
45704,45704,,7,1,8,0.142857,0.026457,0,970,37,0.000181,10,4,14,0,0,0,0,0.032933,0
40619,40619,,16,1,17,0.075,0.116076,0,337,31,0.000846,20,2,22,0,0,0,0,0.030094,0
43960,43960,,13,3,16,0.085714,0.109894,0,471,30,0.00027,17,4,21,1,1,1,51.125,0.043925,0.012374
111479,111479,,9,0,9,0.027778,0.056766,0,542,25,0.000255,9,0,9,0,0,0,0,0.016886,0
28380,28380,,6,8,14,0.076923,0.053409,0,465,15,0.000186,8,8,16,3,0.615385,0.729167,157.43079,0.02951,0.016169
13279,13279,,6,18,24,0.088933,0.031119,0,717,3,0.000174,10,24,34,4,0.455782,0.55597,140.003806,0.021733,0.059795
30176,30176,,18,8,26,0.076667,0.185592,0,79,40,0.000526,36,17,53,3,0.6875,0.80303,623.578283,0.043746,0.011598
20712,20712,,3,3,6,0.2,0.010707,0,969,2,0.000166,7,7,14,1,1,1,3.5,0.003264,0.002706
41981,41981,,1,5,6,0,0.002832,0,968,1,0.000157,1,6,7,4,0.42,0.527778,15.5,0.002154,0.021122
73987,73987,,1,1,2,0,0.002832,12,977,16,0.000152,2,2,4,0,0,0,0,0,0
54408,54408,,11,0,11,0.009091,0.050378,0,254,25,0.000425,15,0,15,0,0,0,0,0.032102,0
41665,41665,,2,27,29,0.044974,0.008514,0,778,25,0.000201,2,32,34,2,0.69697,0.782609,68.330495,0.000232,0.061504
8457,8457,,1,18,19,0.075163,0.002832,0,998,31,0.000152,1,20,21,5,0.32596,0.377321,0,0,0.034605
50225,50225,,3,1,4,0.333333,0.012319,0,776,31,0.000167,3,1,4,0,0,0,0,0.004783,0
27727,27727,,2,10,12,0.127273,0.006769,0,997,30,0.00016,3,13,16,2,0.68,0.764706,9,0.001722,0.032218
35697,35697,,2,1,3,0.5,0.006769,0,996,31,0.00016,3,2,5,0,0,0,0,0.001722,0
38124,38124,,15,2,17,0.0875,0.203695,0,331,15,0.000366,20,3,23,2,0.571429,0.625,170.266667,0.03571,0.002087
18097,18097,,3,8,11,0.133333,0.010707,0,995,31,0.000173,10,16,26,5,0.350413,0.386871,290.366667,0.00229,0.024312
16853,16853,,2,18,20,0.055556,0.006769,0,988,37,0.00016,10,29,39,4,0.448649,0.543173,55.566667,0.001722,0.015721
47846,47846,,11,1,12,0.127273,0.141399,0,177,15,0.000363,13,1,14,0,0,0,0,0.018591,0
59634,59634,,6,3,9,0.013889,0.016263,0,979,30,0.000267,7,3,10,2,0.666667,0.75,37.809524,0.025005,0.001491
82187,82187,,1,7,8,0.142857,0.002832,0,1001,1,0.000152,3,9,12,2,0.8,0.875,0,0,0.007023
86937,86937,,2,1,3,0.5,0.006769,0,1000,1,0.000172,2,1,3,0,0,0,0,0.00035,0
99256,99256,,1,0,1,0,0.002832,0,999,1,0.000172,1,0,1,0,0,0,0,0.00035,0
98830,98830,,3,3,6,0.2,0.01643,0,756,1,0.000194,5,5,10,1,1,1,14.016667,0.000865,0.001551
92156,92156,,4,0,4,0,0.012673,0,850,1,0.000181,4,0,4,0,0,0,0,0.020732,0
2688,2688,,2,13,15,0.071429,0.008867,0,813,3,0.000159,4,17,21,5,0.393939,0.456125,40.29881,0.002299,0.027055
39693,39693,,21,1,22,0.071429,0.335494,0,100,13,0.000468,31,10,41,0,0,0,0,0.072344,0
1585,1585,,2,5,7,0.233333,0.008867,0,812,3,0.000159,5,8,13,10,0.229028,0.259079,5.842857,0.002299,0.006244
38971,38971,,8,7,15,0.115385,0.103386,0,201,15,0.000236,12,13,25,1,1,1,169.080357,0.029146,0.031142
104833,104833,,4,1,5,0.25,0.033718,0,546,25,0.000175,10,6,16,0,0,0,0,0.013707,0
80911,80911,,9,3,12,0.1,0.084584,0,449,2,0.000632,12,4,16,2,0.75,0.833333,63.730037,0.02434,0.003963
50018,50018,,1,1,2,0,0.004177,0,878,3,0.000154,1,1,2,3,0.5,0.555556,2.25,0.007694,0.001607
3279,3279,,3,10,13,0.098485,0.012295,0,876,3,0.000159,13,19,32,8,0.25303,0.330439,50.232875,0.010333,0.036246
181460,181460,,2,2,4,0.333333,0.008357,0,875,3,0.000154,3,3,6,1,1,1,2,0.007694,0.000077
3295,3295,,4,18,22,0.061905,0.028664,0,550,37,0.000179,4,21,25,7,0.301095,0.38759,450.641606,0.010803,0.038676
69981,69981,,2,0,2,0,0.007009,0,874,3,0.000159,2,0,2,0,0,0,0,0.011568,0
28004,28004,,13,7,20,0.064327,0.120477,0,372,3,0.000276,17,10,27,3,0.588235,0.75,238.766276,0.036656,0.010006
69032,69032,,6,1,7,0.233333,0.067154,0,448,37,0.000304,7,2,9,0,0,0,0,0.009599,0
549,549,,2,4,6,0.25,0.008357,0,873,3,0.000154,11,13,24,6,0.238693,0.270702,5.5,0.007694,0.00117
2598,2598,,7,18,25,0.096014,0.102191,0,530,37,0.000194,8,20,28,8,0.324176,0.386804,2723.469926,0.023875,0.065435
25152,25152,,2,4,6,0.25,0.008357,0,871,3,0.000154,2,4,6,3,0.526316,0.616667,5.416667,0.007694,0.004519
37450,37450,,7,5,12,0.154545,0.040607,0,714,30,0.000176,7,5,12,2,0.833333,0.9,50.709524,0.038482,0.019333
52817,52817,,6,2,8,0.166667,0.025996,0,821,13,0.000178,9,5,14,1,1,1,6.5,0.028089,0.000169
93802,93802,,14,1,15,0.10989,0.129063,0,466,3,0.000307,22,5,27,0,0,0,0,0.045992,0
101999,101999,,9,1,10,0.125,0.042612,0,755,30,0.000337,10,2,12,0,0,0,0,0.018668,0
90801,90801,,4,2,6,0.2,0.016531,0,822,45,0.000167,5,3,8,2,0.666667,0.75,4.733333,0.010298,0.000123
27423,27423,,2,41,43,0.033101,0.008357,0,860,1,0.000154,3,59,62,3,0.637168,0.756944,64.071068,0.007694,0.10179
16673,16673,,2,4,6,0.2,0.008357,0,856,30,0.000154,10,13,23,3,0.466667,0.52381,17.75,0.007694,0.008964
39648,39648,,12,2,14,0.115385,0.120808,0,81,3,0.000272,21,10,31,1,1,1,12.9,0.032764,0.004775
122603,122603,,4,0,4,0,0.011756,0,854,40,0.000194,5,0,5,0,0,0,0,0.010247,0
14089,14089,,11,5,16,0.128571,0.087248,0,176,30,0.000277,17,9,26,3,0.526316,0.583333,97.125468,0.034894,0.01362
99045,99045,,1,0,1,0,0.004177,0,853,3,0.000154,1,0,1,0,0,0,0,0.007694,0
64132,64132,,7,2,9,0.142857,0.062193,0,256,13,0.000223,7,2,9,1,1,1,21.75,0.021403,0.001495
45914,45914,,8,2,10,0.180556,0.058877,0,304,13,0.000228,8,3,11,1,1,1,2.983333,0.033405,0.010312
94122,94122,,3,0,3,0.166667,0.010272,0,852,3,0.000175,3,0,3,0,0,0,0,0.013938,0
7839,7839,,11,0,11,0.072727,0.130162,0,171,30,0.000293,12,0,12,0,0,0,0,0.037926,0
28604,28604,,6,2,8,0.142857,0.027496,0,395,13,0.000228,6,2,8,1,1,1,7.666667,0.013231,0.002535
29903,29903,,5,3,8,0.142857,0.031562,0,826,31,0.000204,6,4,10,4,0.448276,0.519231,72.891667,0.011056,0.003922
96225,96225,,1,0,1,0,0.004177,0,851,3,0.000154,1,0,1,0,0,0,0,0.007694,0
79435,79435,,16,1,17,0.095833,0.1242,0,26,1,0.000523,20,1,21,0,0,0,0,0.048434,0
121445,121445,,8,1,9,0.142857,0.057553,0,443,13,0.000247,10,3,13,0,0,0,0,0.014643,0
82660,82660,,2,3,5,0.25,0.008088,0,642,25,0.000163,5,6,11,3,0.571429,0.708333,3.75,0.000975,0.004002
1790,1790,,2,16,18,0.066176,0.008088,0,641,3,0.000163,3,18,21,7,0.329517,0.389456,98.09531,0.000975,0.025137
57630,57630,,1,1,2,0,0.002832,13,1002,17,0.000152,2,2,4,0,0,0,0,0,0
33054,33054,,1,2,3,0.5,0.002832,0,1003,1,0.000152,5,6,11,4,0.315789,0.368056,0,0,0.001362
61639,61639,,14,2,16,0.080952,0.095985,0,609,1,0.000382,17,5,22,3,0.423077,0.469697,72.731746,0.027362,0.005865
131368,131368,,1,14,15,0.071429,0.002832,0,1007,37,0.000152,1,14,15,4,0.473684,0.563272,0,0,0.014999
95699,95699,,2,0,2,0,0.004747,0,1006,37,0.000165,2,0,2,0,0,0,0,0.006627,0
83664,83664,,3,10,13,0.083333,0.012025,0,957,1,0.000165,3,12,15,1,1,1,24,0.008314,0.006966
33863,33863,,5,1,6,0.2,0.017476,0,1005,37,0.000175,5,1,6,0,0,0,0,0.013877,0
22061,22061,,5,1,6,0.2,0.036371,0,529,37,0.00019,7,3,10,0,0,0,0,0.00963,0
54259,54259,,6,2,8,0.166667,0.037974,0,422,25,0.000278,7,2,9,1,1,1,3.833333,0.007935,0.013204
25660,25660,,1,0,1,0,0.002832,0,1004,37,0.000162,1,0,1,0,0,0,0,0.000746,0
30563,30563,,8,0,8,0.017857,0.054552,0,222,37,0.000241,8,0,8,0,0,0,0,0.028771,0
98607,98607,,0,4,4,0,0,0,1008,37,0.000152,0,4,4,1,1,1,0,0,0.001597
117099,117099,,3,1,4,0.333333,0.014096,0,410,25,0.00019,4,1,5,0,0,0,0,0.003562,0
129585,129585,,4,0,4,0.083333,0.062613,0,97,37,0.000236,4,0,4,0,0,0,0,0.009427,0
106281,106281,,9,1,10,0.111111,0.056905,0,353,37,0.000287,9,1,10,0,0,0,0,0.019014,0
33080,33080,,1,2,3,0.5,0.002832,0,1016,1,0.000152,2,3,5,5,0.335938,0.380233,0,0,0.000592
34397,34397,,4,17,21,0.073684,0.013539,0,1015,1,0.000229,10,27,37,4,0.494118,0.628968,96.75,0.011898,0.038009
65868,65868,,1,10,11,0.1,0.002832,0,1018,37,0.000152,2,13,15,2,0.846154,0.909091,0,0,0.010261
80907,80907,,30,0,30,0.011494,0.243977,0,200,1,0.000829,34,0,34,0,0,0,0,0.088147,0
70173,70173,,2,0,2,0,0.006769,0,952,37,0.000169,2,0,2,0,0,0,0,0.008079,0
70702,70702,,21,2,23,0.054113,0.159252,0,146,30,0.000379,24,5,29,1,1,1,35.649397,0.040118,0.002535
76393,76393,,11,2,13,0.083333,0.062845,0,528,37,0.000284,21,10,31,1,1,1,54.5,0.027723,0.000007
89211,89211,,13,0,13,0.025641,0.107202,0,147,37,0.00059,14,0,14,0,0,0,0,0.02976,0
75893,75893,,3,1,4,0.333333,0.0446,0,660,37,0.000173,3,1,4,0,0,0,0,0.005549,0
390636,390636,,2,0,2,0,0.006322,0,505,37,0.00017,3,0,3,0,0,0,0,0.003894,0
83695,83695,,1,0,1,0,0.002832,0,1017,37,0.000166,1,0,1,0,0,0,0,0.000511,0
123908,123908,,4,1,5,0.25,0.020666,0,757,1,0.000183,12,7,19,0,0,0,0,0.01331,0
