Id,Label,timeset,weighted indegree,weighted outdegree,Weighted Degree,clustering,eigencentrality,indegree,outdegree,Degree,Eccentricity,closnesscentrality,harmonicclosnesscentrality,betweenesscentrality,Authority,Hub,modularity_class,componentnumber,strongcompnum,pageranks
270,270,,3,8,11,0.166667,0.009258,1,6,7,1,1,1,0,0.001056,0.001056,83,0,406,0.000112
123908,123908,,10,9,19,0.5,0.02596,2,1,3,0,0,0,0,0.000094,0.000094,83,0,405,0.000128
101306,101306,,4,3,7,0.5,0.02596,2,1,3,0,0,0,0,0.000094,0.000094,83,0,404,0.000128
82660,82660,,10,9,19,0.5,0.02596,2,1,3,0,0,0,0,0.000094,0.000094,83,0,403,0.000128
36474,36474,,3,2,5,0.5,0.02596,2,1,3,0,0,0,0,0.000094,0.000094,83,0,402,0.000128
57630,57630,,2,2,4,0,0.009258,1,1,2,0,0,0,0,0,0,29,28,407,0.000112
33054,33054,,7,7,14,0,0.009258,1,1,2,0,0,0,0,0,0,30,29,408,0.000112
16673,16673,,3,7,10,0.333333,0.009258,1,3,4,2,0.75,0.833333,0,0.008888,0.008888,11,0,410,0.000112
49628,49628,,10,9,19,0.5,0.02596,2,1,3,0,0,0,0,0.00079,0.00079,11,0,409,0.000145
131368,131368,,1,14,15,0.090909,0.009258,1,11,12,4,0.405172,0.503546,0,0.00463,0.00463,24,0,428,0.000112
14731,14731,,22,19,41,0.333333,0.042662,3,1,4,0,0,0,0,0.004958,0.004958,24,0,427,0.000125
89496,89496,,10,8,18,0.333333,0.063461,3,1,4,0,0,0,0,0.006272,0.006272,24,0,426,0.000126
4249,4249,,4,16,20,0.083333,0.02596,2,12,14,3,0.536232,0.621622,37,0.027265,0.027265,24,0,425,0.000121
87072,87072,,5,1,6,0.2,0.086466,5,1,6,0,0,0,0,0.004569,0.004569,47,0,416,0.000157
128807,128807,,24,17,41,0.166667,0.121022,6,1,7,0,0,0,0,0.006184,0.006184,24,0,370,0.000232
108208,108208,,6,4,10,0.5,0.02596,2,1,3,0,0,0,0,0.000411,0.000411,24,0,415,0.000121
120380,120380,,3,2,5,0.5,0.02596,2,1,3,0,0,0,0,0.000411,0.000411,24,0,414,0.000121
95699,95699,,2,1,3,0.5,0.02596,2,1,3,0,0,0,0,0.000411,0.000411,24,0,413,0.000121
106467,106467,,7,3,10,0.2,0.08351,5,1,6,0,0,0,0,0.001211,0.001211,7,0,412,0.000205
22888,22888,,1,0,1,0,0.009258,1,0,1,0,0,0,0,0.000411,0.000411,24,0,411,0.000121
98607,98607,,0,2,2,0,0,0,1,1,1,1,1,0,0.000663,0.000663,58,0,430,0.000112
129585,129585,,7,4,11,0.333333,0.035218,3,1,4,0,0,0,0,0.007463,0.007463,58,0,429,0.000213
41264,41264,,1,1,2,0,0.009258,1,1,2,0,0,0,0,0,0,31,30,431,0.000112
65843,65843,,2,2,4,0,0.009258,1,1,2,0,0,0,0,0,0,32,31,432,0.000112
74037,74037,,4,4,8,0,0.009258,1,1,2,0,0,0,0,0,0,33,32,433,0.000112
123209,123209,,1,1,2,0,0.009258,1,1,2,0,0,0,0,0,0,34,33,434,0.000112
65868,65868,,9,13,22,0.2,0.009258,1,5,6,1,1,1,0,0.006682,0.006682,41,0,437,0.000112
390636,390636,,3,2,5,0.5,0.02596,2,1,3,0,0,0,0,0.000594,0.000594,41,0,436,0.000132
80907,80907,,31,14,45,0.066667,0.449664,15,1,16,0,0,0,0,0.042222,0.042222,41,0,35,0.000446
83695,83695,,2,1,3,0.5,0.02596,2,1,3,0,0,0,0,0.000594,0.000594,41,0,435,0.000132
98637,98637,,2,2,4,0,0.009258,1,1,2,0,0,0,0,0,0,35,34,438,0.000112
332,332,,0,6,6,0,0,0,5,5,6,0.383117,0.444068,0,0.011527,0.011527,79,0,448,0.000112
110473,110473,,13,9,22,0.2,0.081977,5,1,6,0,0,0,0,0.009146,0.009146,77,0,152,0.000187
2915,2915,,30,44,74,0.055556,0.07788,6,13,19,5,0.533333,0.699306,113.5,0.048023,0.048023,79,0,447,0.000207
2147,2147,,33,35,68,0.2,0.018516,2,4,6,3,0.487805,0.541667,17,0.01716,0.01716,63,0,440,0.000132
338,338,,6,7,13,0.5,0.009258,1,2,3,6,0.357143,0.414667,0,0.004268,0.004268,79,0,449,0.000112
16724,16724,,0,2,2,0,0,0,2,2,1,1,1,0,0.006872,0.006872,47,0,450,0.000112
24520,24520,,2,0,2,0,0.04598,2,0,2,0,0,0,0,0.003772,0.003772,47,0,183,0.000179
24545,24545,,22,9,31,0.111111,0.202596,10,1,11,0,0,0,0,0.073557,0.073557,47,0,334,0.000294
41308,41308,,7,7,14,0,0.009258,1,1,2,0,0,0,0,0,0,36,35,451,0.000112
8542,8542,,0,3,3,0,0,0,3,3,1,1,1,0,0.002214,0.002214,66,0,453,0.000112
76700,76700,,2,1,3,0.5,0.018516,2,1,3,0,0,0,0,0.000197,0.000197,66,0,452,0.000145
57695,57695,,13,19,32,0.2,0.009258,1,5,6,2,0.75,0.833333,0,0.003043,0.003043,61,0,457,0.000112
68759,68759,,5,2,7,0.25,0.086846,4,1,5,0,0,0,0,0.004824,0.004824,24,0,99,0.000177
61158,61158,,15,15,30,0.25,0.02596,2,3,5,1,1,1,2,0.000691,0.000691,61,0,456,0.000132
62122,62122,,23,7,30,0.111111,0.269003,10,1,11,0,0,0,0,0.026227,0.026227,24,0,106,0.00022
104950,104950,,6,2,8,0.2,0.089421,5,1,6,0,0,0,0,0.002503,0.002503,61,0,454,0.000213
57698,57698,,26,28,54,0.333333,0.009258,1,3,4,1,1,1,0,0.001482,0.001482,41,0,459,0.000112
86860,86860,,13,8,21,0.166667,0.094963,6,1,7,0,0,0,0,0.01654,0.01654,41,0,136,0.000185
67386,67386,,5,4,9,0.5,0.02596,2,1,3,0,0,0,0,0.000132,0.000132,41,0,458,0.000145
16742,16742,,7,7,14,0,0.009258,1,1,2,0,0,0,0,0,0,37,36,460,0.000112
24950,24950,,5,8,13,0.25,0.009258,1,4,5,3,0.6,0.722222,0,0.004766,0.004766,77,0,462,0.000112
28045,28045,,13,11,24,0.142857,0.079022,5,3,8,2,0.75,0.833333,16.5,0.029962,0.029962,77,0,97,0.000156
26823,26823,,10,9,19,0.5,0.02596,2,1,3,0,0,0,0,0.000424,0.000424,77,0,461,0.000137
84671,84671,,21,13,34,0.2,0.09391,5,1,6,0,0,0,0,0.023239,0.023239,77,0,166,0.000187
49529,49529,,2,2,4,0,0.009258,1,1,2,0,0,0,0,0,0,38,37,463,0.000112
41338,41338,,1,4,5,0.333333,0.009258,1,3,4,1,1,1,0,0.000239,0.000239,63,0,466,0.000112
56183,56183,,6,3,9,0.333333,0.035218,3,1,4,0,0,0,0,0.002663,0.002663,63,0,465,0.000157
43209,43209,,1,0,1,0,0.009258,1,0,1,0,0,0,0,0.000021,0.000021,63,0,464,0.000145
6153,6153,,11,4,15,0.2,0.096865,5,1,6,0,0,0,0,0.002829,0.002829,77,0,391,0.000205
4906,4906,,5,4,9,0.5,0.036359,2,1,3,0,0,0,0,0.000609,0.000609,83,0,390,0.000137
147842,147842,,0,2,2,0,0,0,2,2,2,0.75,0.833333,0,0.008304,0.008304,58,0,467,0.000112
78374,78374,,37,28,65,0.178571,0.260517,7,2,9,1,1,1,21,0.083158,0.083158,58,0,101,0.000296
82316,82316,,1,1,2,0,0.009258,1,1,2,0,0,0,0,0,0,39,38,468,0.000112
12597,12597,,57,48,105,0.111111,0.181517,9,2,11,1,1,1,12,0.035294,0.035294,58,0,119,0.000261
130015,130015,,28,10,38,0.058824,0.455774,17,1,18,0,0,0,0,0.03223,0.03223,40,0,7,0.000585
98713,98713,,1,3,4,0.333333,0.009258,1,3,4,1,1,1,0,0.000669,0.000669,58,0,471,0.000112
117352,117352,,6,4,10,0.333333,0.042662,3,1,4,0,0,0,0,0.007463,0.007463,58,0,470,0.000147
116671,116671,,5,4,9,0.5,0.02596,2,1,3,0,0,0,0,0.000059,0.000059,58,0,469,0.000145
97805,97805,,4,2,6,0.5,0.033404,2,1,3,0,0,0,0,0.001086,0.001086,41,0,357,0.00013
68452,68452,,34,27,61,0.142857,0.087138,7,1,8,0,0,0,0,0.016594,0.016594,131,0,356,0.000173
66888,66888,,11,10,21,0.5,0.033404,2,1,3,0,0,0,0,0.001086,0.001086,41,0,355,0.00013
104304,104304,,16,12,28,0.333333,0.077208,4,1,5,0,0,0,0,0.054238,0.054238,41,0,354,0.000181
437,437,,0,7,7,0,0,0,7,7,4,0.413223,0.483333,0,0.016964,0.016964,63,0,492,0.000112
46411,46411,,8,1,9,0.166667,0.091235,6,1,7,0,0,0,0,0.062743,0.062743,63,0,491,0.000235
87822,87822,,3,2,5,0.5,0.018516,2,1,3,0,0,0,0,0.001508,0.001508,63,0,490,0.000126
11995,11995,,10,21,31,0.083333,0.018516,2,11,13,3,0.55,0.631313,33,0.025375,0.025375,79,0,489,0.000126
80500,80500,,5,2,7,0.333333,0.035218,3,1,4,0,0,0,0,0.049929,0.049929,63,0,477,0.000127
58088,58088,,7,15,22,0.111111,0.018516,2,8,10,1,1,1,7,0.019786,0.019786,64,0,476,0.000126
90551,90551,,3,3,6,0,0.009258,1,1,2,0,0,0,0,0,0,42,39,493,0.000112
16827,16827,,1,1,2,0,0.009258,1,1,2,0,0,0,0,0,0,43,40,494,0.000112
115139,115139,,5,5,10,0,0.009258,1,1,2,0,0,0,0,0,0,44,41,495,0.000112
33226,33226,,6,10,16,0.25,0.009258,1,4,5,2,0.8,0.875,0,0.000166,0.000166,45,0,499,0.000112
74314,74314,,5,4,9,0.333333,0.02596,2,2,4,1,1,1,1,0.001236,0.001236,45,0,498,0.000137
87371,87371,,9,6,15,0.333333,0.042662,3,1,4,0,0,0,0,0.000622,0.000622,77,0,497,0.000146
99821,99821,,6,5,11,0.5,0.02596,2,1,3,0,0,0,0,0.000015,0.000015,45,0,496,0.000137
123348,123348,,6,6,12,0,0.009258,1,1,2,0,0,0,0,0,0,46,42,500,0.000112
16853,16853,,9,22,31,0.142857,0.009258,1,7,8,2,0.8,0.875,0,0.002867,0.002867,47,0,507,0.000112
38466,38466,,21,11,32,0.25,0.05192,4,1,5,0,0,0,0,0.008024,0.008024,47,0,506,0.000142
43222,43222,,5,3,8,0.333333,0.042662,3,1,4,0,0,0,0,0.001008,0.001008,47,0,505,0.000137
62195,62195,,5,3,8,0.333333,0.042662,3,1,4,0,0,0,0,0.000257,0.000257,47,0,504,0.000176
76393,76393,,26,21,47,0.111111,0.130269,7,3,10,1,1,1,16,0.012286,0.012286,47,0,503,0.000189
53013,53013,,5,3,8,0.333333,0.063461,3,1,4,0,0,0,0,0.006115,0.006115,47,0,501,0.000131
8668,8668,,1,5,6,0.25,0.009258,1,4,5,3,0.475,0.535088,0,0.006901,0.006901,58,0,515,0.000112
18192,18192,,22,33,55,0.083333,0.02596,2,11,13,2,0.75,0.833333,15,0.041741,0.041741,58,0,514,0.000137
79307,79307,,1,0,1,0,0.009258,1,0,1,0,0,0,0,0.000613,0.000613,58,0,508,0.000137
8670,8670,,2,11,13,0.125,0.009258,1,8,9,1,1,1,0,0.005095,0.005095,83,0,523,0.000112
85642,85642,,1,0,1,0,0.009258,1,0,1,0,0,0,0,0.000453,0.000453,83,0,522,0.000124
38997,38997,,4,2,6,0.333333,0.035218,3,1,4,0,0,0,0,0.003655,0.003655,83,0,521,0.000135
146652,146652,,3,1,4,0.5,0.02596,2,1,3,0,0,0,0,0.000453,0.000453,83,0,520,0.000124
92837,92837,,2,0,2,0,0.009258,1,0,1,0,0,0,0,0.000453,0.000453,83,0,519,0.000124
32037,32037,,6,5,11,0.5,0.02596,2,1,3,0,0,0,0,0.000453,0.000453,83,0,518,0.000124
91769,91769,,16,14,30,0.333333,0.035218,3,1,4,0,0,0,0,0.002989,0.002989,83,0,517,0.000138
47580,47580,,4,2,6,0.333333,0.042662,3,1,4,0,0,0,0,0.048874,0.048874,83,0,516,0.000125
49632,49632,,24,24,48,0,0.009258,1,1,2,0,0,0,0,0,0,48,43,524,0.000112
123368,123368,,3,3,6,0,0.009258,1,1,2,0,0,0,0,0,0,49,44,525,0.000112
25066,25066,,7,7,14,0,0.009258,1,1,2,0,0,0,0,0,0,50,45,526,0.000112
115182,115182,,5,5,10,0,0.009258,1,1,2,0,0,0,0,0,0,51,46,527,0.000112
33263,33263,,1,1,2,0,0.009258,1,1,2,0,0,0,0,0,0,52,47,528,0.000112
16883,16883,,2,10,12,0.142857,0.009258,1,8,9,2,0.733333,0.818182,0,0.0102,0.0102,47,0,533,0.000112
70353,70353,,5,4,9,0.25,0.035218,3,2,5,1,1,1,2,0.001809,0.001809,41,0,532,0.000149
76535,76535,,9,7,16,0.333333,0.035218,3,1,4,0,0,0,0,0.002908,0.002908,71,0,531,0.000134
42803,42803,,2,1,3,0.5,0.02596,2,1,3,0,0,0,0,0.000906,0.000906,47,0,530,0.000124
80633,80633,,8,8,16,0.2,0.059364,4,3,7,1,1,1,4,0.057068,0.057068,47,0,529,0.000133
57845,57845,,4,4,8,0,0.009258,1,1,2,0,0,0,0,0,0,53,48,534,0.000112
8696,8696,,1,2,3,0.5,0.009258,1,2,3,1,1,1,0,0,0,54,49,536,0.000112
74857,74857,,8,7,15,0.5,0.02596,2,1,3,0,0,0,0,0,0,54,49,535,0.000161
8701,8701,,2,11,13,0.160714,0.009258,1,8,9,4,0.402985,0.521605,0,0.024432,0.024432,87,0,541,0.000112
33411,33411,,24,23,47,0.5,0.02596,2,1,3,0,0,0,0,0.002171,0.002171,87,0,540,0.000124
9611,9611,,5,10,15,0.166667,0.02596,2,6,8,3,0.5,0.583333,19,0.020995,0.020995,87,0,539,0.000124
47775,47775,,73,50,123,0.079167,0.471049,16,1,17,0,0,0,0,0.097318,0.097318,87,0,135,0.000558
34537,34537,,67,52,119,0.118182,0.208618,10,2,12,1,1,1,11,0.048377,0.048377,87,0,178,0.000259
46571,46571,,8,6,14,0.333333,0.042662,3,1,4,0,0,0,0,0.004468,0.004468,87,0,537,0.000138
15667,15667,,2,0,2,0,0.036359,2,0,2,0,0,0,0,0.002368,0.002368,87,0,19,0.000192
66056,66056,,3,3,6,0,0.009258,1,1,2,0,0,0,0,0,0,55,50,542,0.000112
98830,98830,,4,4,8,0,0.009258,1,1,2,0,0,0,0,0,0,56,51,543,0.000112
549,549,,6,7,13,0.5,0.009258,1,2,3,1,1,1,0,0.001655,0.001655,58,0,544,0.000112
72871,72871,,13,7,20,0.142857,0.264983,7,1,8,0,0,0,0,0.018626,0.018626,58,0,107,0.000292
82474,82474,,8,8,16,0,0.009258,1,1,2,0,0,0,0,0,0,57,52,545,0.000112
8753,8753,,0,3,3,0,0,0,3,3,2,0.8,0.875,0,0.000815,0.000815,78,0,549,0.000112
121492,121492,,7,4,11,0.25,0.044476,4,1,5,0,0,0,0,0.004028,0.004028,78,0,548,0.000167
25498,25498,,2,1,3,0.5,0.018516,2,1,3,0,0,0,0,0.000072,0.000072,78,0,547,0.000145
68507,68507,,12,9,21,0.2,0.05192,4,2,6,1,1,1,3,0.005071,0.005071,78,0,546,0.00016
74298,74298,,6,7,13,0.5,0.009258,1,2,3,1,1,1,0,0.002824,0.002824,47,0,550,0.000112
25148,25148,,0,1,1,0,0,0,1,1,3,0.444444,0.486111,0,0.000815,0.000815,58,0,556,0.000112
60777,60777,,9,18,27,0.1,0.035218,3,8,11,2,0.733333,0.818182,22,0.009169,0.009169,58,0,555,0.000223
25152,25152,,4,4,8,0,0.009258,1,1,2,0,0,0,0,0,0,59,53,557,0.000112
107074,107074,,5,5,10,0,0.009258,1,1,2,0,0,0,0,0,0,60,54,558,0.000112
615,615,,2,19,21,0.083333,0.009258,1,13,14,4,0.54902,0.675595,0,0.015614,0.015614,61,0,564,0.000112
95242,95242,,2,0,2,0,0.018516,2,0,2,0,0,0,0,0.001818,0.001818,61,0,563,0.000139
88096,88096,,23,10,33,0.1,0.20338,10,1,11,0,0,0,0,0.030377,0.030377,58,0,121,0.000261
88739,88739,,20,5,25,0.090909,0.194122,11,1,12,0,0,0,0,0.019237,0.019237,87,0,192,0.000271
62642,62642,,20,14,34,0.166667,0.085324,6,1,7,0,0,0,0,0.013902,0.013902,79,0,562,0.000153
126014,126014,,2,2,4,0.333333,0.02596,2,2,4,1,1,1,1,0.004252,0.004252,40,0,561,0.000119
19307,19307,,7,11,18,0.25,0.02596,2,3,5,3,0.555556,0.666667,5,0.011213,0.011213,71,0,560,0.000119
11388,11388,,6,6,12,0.333333,0.02596,2,2,4,1,1,1,1,0.003284,0.003284,61,0,559,0.000119
8815,8815,,0,13,13,0,0,0,10,10,2,0.857143,0.916667,0,0.032668,0.032668,62,0,571,0.000112
85140,85140,,34,32,66,0.2,0.072719,4,2,6,1,1,1,5,0.058593,0.058593,78,0,570,0.000127
14690,14690,,7,6,13,0.5,0.018516,2,1,3,0,0,0,0,0.002903,0.002903,62,0,569,0.000122
22634,22634,,12,7,19,0.166667,0.106123,6,1,7,0,0,0,0,0.019823,0.019823,62,0,568,0.000238
53960,53960,,14,9,23,0.333333,0.035218,3,1,4,0,0,0,0,0.007749,0.007749,78,0,567,0.000126
35903,35903,,7,6,13,0.25,0.035218,3,2,5,1,1,1,2,0.010445,0.010445,62,0,566,0.000124
82548,82548,,0,11,11,0,0,0,6,6,2,0.875,0.928571,0,0.017375,0.017375,62,0,575,0.000112
129238,129238,,8,4,12,0.333333,0.027774,3,1,4,0,0,0,0,0.001556,0.001556,62,0,574,0.000228
513369,513369,,11,8,19,0.333333,0.042662,3,1,4,0,0,0,0,0.003302,0.003302,62,0,475,0.000142
91612,91612,,15,14,29,0.5,0.018516,2,1,3,0,0,0,0,0.001544,0.001544,62,0,573,0.000128
112377,112377,,5,5,10,0.333333,0.018516,2,2,4,1,1,1,1,0.001771,0.001771,79,0,572,0.000128
17028,17028,,0,6,6,0,0,0,6,6,2,0.875,0.928571,0,0.009314,0.009314,64,0,578,0.000112
45261,45261,,30,25,55,0.166667,0.116522,6,1,7,0,0,0,0,0.03234,0.03234,64,0,130,0.000144
42386,42386,,4,2,6,0.333333,0.053062,3,1,4,0,0,0,0,0.007818,0.007818,64,0,93,0.000132
238948,238948,,9,8,17,0.5,0.018516,2,1,3,0,0,0,0,0.000828,0.000828,64,0,577,0.000128
126042,126042,,2,1,3,0.5,0.018516,2,1,3,0,0,0,0,0.000828,0.000828,64,0,576,0.000128
41613,41613,,14,16,30,0.333333,0.009258,1,3,4,2,0.666667,0.75,0,0.004729,0.004729,63,0,582,0.000112
53212,53212,,9,9,18,0.2,0.035218,3,3,6,1,1,1,4,0.00437,0.00437,63,0,581,0.000165
101883,101883,,4,2,6,0.333333,0.042662,3,1,4,0,0,0,0,0.048841,0.048841,63,0,579,0.000146
41619,41619,,3,9,12,0.2,0.009258,1,5,6,3,0.615385,0.729167,0,0.002017,0.002017,47,0,586,0.000112
94352,94352,,7,3,10,0.333333,0.056017,3,1,4,0,0,0,0,0.00092,0.00092,47,0,585,0.000159
75863,75863,,5,3,8,0.333333,0.035218,3,1,4,0,0,0,0,0.00192,0.00192,47,0,584,0.000144
68612,68612,,4,4,8,0.333333,0.02596,2,2,4,2,0.666667,0.75,2,0.007569,0.007569,47,0,583,0.000132
82586,82586,,12,15,27,0.25,0.009258,1,4,5,1,1,1,0,0.001361,0.001361,64,0,588,0.000112
131012,131012,,6,4,10,0.333333,0.035218,3,1,4,0,0,0,0,0.000122,0.000122,64,0,587,0.000186
125148,125148,,22,17,39,0.333333,0.063461,3,1,4,0,0,0,0,0.000672,0.000672,64,0,384,0.000198
84539,84539,,22,18,40,0.25,0.077208,4,1,5,0,0,0,0,0.014516,0.014516,64,0,143,0.000142
98970,98970,,2,2,4,0,0.009258,1,1,2,0,0,0,0,0,0,65,55,589,0.000112
685,685,,3,17,20,0.083333,0.009258,1,12,13,3,0.625,0.75,0,0.022959,0.022959,66,0,601,0.000112
4096,4096,,3,2,5,0.5,0.02596,2,1,3,0,0,0,0,0.00204,0.00204,66,0,600,0.00012
68457,68457,,5,5,10,0.25,0.042662,3,2,5,1,1,1,2,0.002583,0.002583,66,0,599,0.000153
70870,70870,,6,4,10,0.2,0.059364,4,2,6,1,1,1,4,0.010892,0.010892,62,0,597,0.000129
31132,31132,,23,13,36,0.25,0.059364,4,1,5,0,0,0,0,0.009716,0.009716,66,0,596,0.000129
7903,7903,,4,2,6,0.333333,0.053062,3,1,4,0,0,0,0,0.003418,0.003418,47,0,54,0.000128
104487,104487,,10,5,15,0.2,0.071578,5,1,6,0,0,0,0,0.004517,0.004517,66,0,57,0.000166
1116,1116,,7,11,18,0.166667,0.02596,2,5,7,2,0.666667,0.75,7,0.009285,0.009285,78,0,595,0.00012
91579,91579,,14,11,25,0.5,0.02596,2,1,3,0,0,0,0,0.00204,0.00204,66,0,590,0.00012
41661,41661,,4,10,14,0.142857,0.009258,1,7,8,2,0.75,0.833333,0,0.025841,0.025841,87,0,604,0.000112
45963,45963,,30,18,48,0.111111,0.247813,9,1,10,0,0,0,0,0.047562,0.047562,24,0,108,0.000185
102652,102652,,2,1,3,0.5,0.02596,2,1,3,0,0,0,0,0.002296,0.002296,87,0,603,0.000126
107294,107294,,8,7,15,0.5,0.02596,2,1,3,0,0,0,0,0.002296,0.002296,87,0,602,0.000126
41665,41665,,1,8,9,0.142857,0.009258,1,7,8,1,1,1,0,0.010704,0.010704,79,0,606,0.000112
71183,71183,,3,1,4,0.333333,0.060506,3,1,4,0,0,0,0,0.001766,0.001766,79,0,554,0.000153
62830,62830,,44,17,61,0.071429,0.330771,15,1,16,0,0,0,0,0.049286,0.049286,71,0,98,0.000446
106111,106111,,9,4,13,0.166667,0.217699,6,1,7,0,0,0,0,0.012321,0.012321,79,0,31,0.000223
50225,50225,,1,0,1,0,0.009258,1,0,1,0,0,0,0,0.000951,0.000951,79,0,605,0.000126
8899,8899,,0,2,2,0,0,0,2,2,1,1,1,0,0.001648,0.001648,87,0,609,0.000112
55245,55245,,18,9,27,0.142857,0.079694,7,1,8,0,0,0,0,0.018403,0.018403,87,0,608,0.000202
9236,9236,,4,3,7,0.5,0.018516,2,1,3,0,0,0,0,0.000146,0.000146,87,0,607,0.000161
74439,74439,,4,4,8,0,0.009258,1,1,2,0,0,0,0,0,0,67,56,610,0.000112
58063,58063,,2,2,4,0,0.009258,1,1,2,0,0,0,0,0,0,68,57,611,0.000112
115949,115949,,16,14,30,0.5,0.033404,2,1,3,0,0,0,0,0.001758,0.001758,64,0,474,0.000126
126639,126639,,4,3,7,0.5,0.033404,2,1,3,0,0,0,0,0.001758,0.001758,64,0,473,0.000126
122238,122238,,24,12,36,0.1,0.152133,10,1,11,0,0,0,0,0.014104,0.014104,78,0,472,0.000261
25320,25320,,7,7,14,0,0.009258,1,1,2,0,0,0,0,0,0,69,58,612,0.000112
66289,66289,,3,3,6,0,0.009258,1,1,2,0,0,0,0,0,0,70,59,613,0.000112
8946,8946,,10,21,31,0.090909,0.009258,1,11,12,2,0.857143,0.916667,0,0.031022,0.031022,24,0,619,0.000112
89862,89862,,4,0,4,0,0.035218,3,0,3,0,0,0,0,0.012306,0.012306,24,0,618,0.00013
32532,32532,,8,4,12,0.2,0.138463,5,1,6,0,0,0,0,0.01623,0.01623,24,0,617,0.000212
39321,39321,,59,51,110,0.109091,0.307657,10,2,12,1,1,1,21,0.075105,0.075105,64,0,84,0.000331
62237,62237,,4,2,6,0.333333,0.035218,3,1,4,0,0,0,0,0.00565,0.00565,84,0,616,0.000132
1277510,1277510,,8,5,13,0.25,0.06682,4,1,5,0,0,0,0,0.002948,0.002948,87,0,615,0.000244
56555,56555,,35,19,54,0.079167,0.341942,15,2,17,1,1,1,23.5,0.100713,0.100713,63,0,23,0.000455
1094969,1094969,,6,4,10,0.333333,0.053062,3,1,4,0,0,0,0,0.00776,0.00776,24,0,614,0.000125
8954,8954,,6,20,26,0.089744,0.009258,1,13,14,4,0.45977,0.523958,0,0.056235,0.056235,71,0,630,0.000112
15622,15622,,9,5,14,0.333333,0.042662,3,1,4,0,0,0,0,0.053419,0.053419,63,0,629,0.00012
23822,23822,,32,21,53,0.111111,0.252141,9,1,10,0,0,0,0,0.024924,0.024924,71,0,61,0.00034
91713,91713,,21,20,41,0.25,0.042662,3,2,5,1,1,1,2,0.008825,0.008825,87,0,628,0.000122
36756,36756,,1,0,1,0,0.009258,1,0,1,0,0,0,0,0.004997,0.004997,71,0,627,0.000119
13018,13018,,10,48,58,0.034759,0.05192,4,31,35,3,0.795918,0.880342,108,0.081857,0.081857,71,0,626,0.000173
94950,94950,,13,8,21,0.2,0.137321,6,1,7,0,0,0,0,0.012923,0.012923,64,0,129,0.000382
49925,49925,,4,4,8,0,0.009258,1,1,2,0,0,0,0,0,0,72,60,631,0.000112
8976,8976,,6,6,12,0,0.009258,1,1,2,0,0,0,0,0,0,73,61,632,0.000112
49942,49942,,9,22,31,0.083333,0.009258,1,12,13,2,0.789474,0.866667,0,0.0205,0.0205,78,0,639,0.000112
110976,110976,,17,12,29,0.166667,0.179986,6,1,7,0,0,0,0,0.015844,0.015844,78,0,87,0.000289
124802,124802,,3,2,5,0.5,0.02596,2,1,3,0,0,0,0,0.001822,0.001822,78,0,638,0.00012
66475,66475,,13,14,27,0.25,0.02596,2,3,5,1,1,1,2,0.007261,0.007261,78,0,637,0.00012
55645,55645,,1,0,1,0,0.009258,1,0,1,0,0,0,0,0.001822,0.001822,78,0,635,0.00012
61395,61395,,3,1,4,0.333333,0.042662,3,1,4,0,0,0,0,0.002895,0.002895,71,0,634,0.000134
98299,98299,,24,13,37,0.125,0.163673,9,1,10,0,0,0,0,0.031134,0.031134,87,0,15,0.00028
103955,103955,,3,2,5,0.5,0.02596,2,1,3,0,0,0,0,0.001822,0.001822,78,0,633,0.00012
17176,17176,,3,3,6,0,0.009258,1,1,2,0,0,0,0,0,0,74,62,640,0.000112
41757,41757,,1,1,2,0,0.009258,1,1,2,0,0,0,0,0,0,75,63,641,0.000112
17188,17188,,1,1,2,0,0.009258,1,1,2,0,0,0,0,0,0,76,64,642,0.000112
810,810,,1,3,4,0.333333,0.009258,1,3,4,2,0.75,0.833333,0,0.00065,0.00065,47,0,644,0.000112
18255,18255,,16,14,30,0.2,0.044476,4,2,6,1,1,1,3,0.004571,0.004571,47,0,643,0.000277
811,811,,0,67,67,0.000925,0,0,47,47,4,0.628571,0.747159,0,0.165747,0.165747,77,0,667,0.000112
4639,4639,,54,45,99,0.125,0.15661,8,1,9,0,0,0,0,0.021653,0.021653,78,0,122,0.000251
46634,46634,,28,15,43,0.25,0.05192,4,1,5,0,0,0,0,0.065893,0.065893,63,0,666,0.000122
79435,79435,,10,3,13,0.142857,0.102026,7,1,8,0,0,0,0,0.032637,0.032637,79,0,478,0.000151
26188,26188,,24,26,50,0.333333,0.018516,2,3,5,1,1,1,1,0.028897,0.028897,62,0,665,0.000114
67179,67179,,1,0,1,0,0.004126,1,0,1,0,0,0,0,0.01473,0.01473,77,0,663,0.000114
28950,28950,,3,2,5,0.5,0.018516,2,1,3,0,0,0,0,0.01473,0.01473,77,0,662,0.000114
143030,143030,,55,50,105,0.166667,0.106503,5,2,7,1,1,1,9,0.025873,0.025873,79,0,88,0.000145
18623,18623,,6,4,10,0.333333,0.027774,3,1,4,0,0,0,0,0.015229,0.015229,77,0,661,0.000125
1223,1223,,1,1,2,0,0.004126,1,1,2,1,1,1,1,0.015372,0.015372,47,0,660,0.000114
63743,63743,,3,1,4,0.333333,0.027774,3,1,4,0,0,0,0,0.016814,0.016814,87,0,658,0.000122
37143,37143,,2,1,3,0.5,0.018516,2,1,3,0,0,0,0,0.01473,0.01473,77,0,657,0.000114
